J1,J2,J3,J4,J5,J6,empty
3872245.000,21.301,-5.142,80.257,0.230,70.904,-7.105,
3872247.000,21.301,-5.142,80.257,0.230,70.904,-7.105,
3872249.000,21.301,-5.142,80.257,0.230,70.904,-7.105,
3872251.000,21.301,-5.142,80.257,0.230,70.904,-7.105,
3872255.000,21.219,-5.225,80.408,0.332,70.924,-7.376,
3872257.000,21.219,-5.225,80.408,0.332,70.924,-7.376,
3872259.000,21.219,-5.225,80.408,0.332,70.924,-7.376,
3872261.000,21.219,-5.225,80.408,0.332,70.924,-7.376,
3872263.000,21.219,-5.225,80.408,0.332,70.924,-7.376,
3872266.000,21.219,-5.225,80.408,0.332,70.924,-7.376,
3872270.000,21.112,-5.333,80.606,0.465,70.951,-7.732,
3872272.000,21.112,-5.333,80.606,0.465,70.951,-7.732,
3872275.000,21.112,-5.333,80.606,0.465,70.951,-7.732,
3872277.000,21.112,-5.333,80.606,0.465,70.951,-7.732,
3872279.000,21.112,-5.333,80.606,0.465,70.951,-7.732,
3872281.000,21.112,-5.333,80.606,0.465,70.951,-7.732,
3872283.000,21.112,-5.333,80.606,0.465,70.951,-7.732,
3872302.000,20.709,-5.736,81.339,0.958,71.058,-9.063,
3872304.000,20.709,-5.736,81.339,0.958,71.058,-9.063,
3872306.000,20.709,-5.736,81.339,0.958,71.058,-9.063,
3872309.000,20.709,-5.736,81.339,0.958,71.058,-9.063,
3872312.000,20.709,-5.736,81.339,0.958,71.058,-9.063,
3872314.000,20.709,-5.736,81.339,0.958,71.058,-9.063,
3872315.000,20.709,-5.736,81.339,0.958,71.058,-9.063,
3872333.000,20.016,-6.407,82.572,1.771,71.266,-11.340,
3872335.000,20.016,-6.407,82.572,1.771,71.266,-11.340,
3872337.000,20.016,-6.407,82.572,1.771,71.266,-11.340,
3872339.000,20.016,-6.407,82.572,1.771,71.266,-11.340,
3872341.000,20.016,-6.407,82.572,1.771,71.266,-11.340,
3872343.000,20.016,-6.407,82.572,1.771,71.266,-11.340,
3872345.000,20.016,-6.407,82.572,1.771,71.266,-11.340,
3872348.000,19.531,-6.863,83.416,2.316,71.428,-12.926,
3872350.000,19.531,-6.863,83.416,2.316,71.428,-12.926,
3872352.000,19.531,-6.863,83.416,2.316,71.428,-12.926,
3872354.000,19.531,-6.863,83.416,2.316,71.428,-12.926,
3872355.000,19.531,-6.863,83.416,2.316,71.428,-12.926,
3872357.000,19.531,-6.863,83.416,2.316,71.428,-12.926,
3872359.000,19.531,-6.863,83.416,2.316,71.428,-12.926,
3872363.000,18.953,-7.390,84.400,2.938,71.637,-14.802,
3872366.000,18.953,-7.390,84.400,2.938,71.637,-14.802,
3872368.000,18.953,-7.390,84.400,2.938,71.637,-14.802,
3872370.000,18.953,-7.390,84.400,2.938,71.637,-14.802,
3872372.000,18.953,-7.390,84.400,2.938,71.637,-14.802,
3872375.000,18.953,-7.390,84.400,2.938,71.637,-14.802,
3872393.000,17.512,-8.641,86.768,4.362,72.227,-19.443,
3872395.000,17.512,-8.641,86.768,4.362,72.227,-19.443,
3872398.000,17.512,-8.641,86.768,4.362,72.227,-19.443,
3872401.000,17.512,-8.641,86.768,4.362,72.227,-19.443,
3872402.000,17.512,-8.641,86.768,4.362,72.227,-19.443,
3872403.000,17.512,-8.641,86.768,4.362,72.227,-19.443,
3872404.000,17.512,-8.641,86.768,4.362,72.227,-19.443,
3872409.000,16.722,-9.288,88.018,5.064,72.587,-21.957,
3872411.000,16.722,-9.288,88.018,5.064,72.587,-21.957,
3872413.000,16.722,-9.288,88.018,5.064,72.587,-21.957,
3872415.000,16.722,-9.288,88.018,5.064,72.587,-21.957,
3872417.000,16.722,-9.288,88.018,5.064,72.587,-21.957,
3872419.000,16.722,-9.288,88.018,5.064,72.587,-21.957,
3872421.000,16.722,-9.288,88.018,5.064,72.587,-21.957,
3872440.000,14.911,-10.681,90.773,6.468,73.485,-27.659,
3872442.000,14.911,-10.681,90.773,6.468,73.485,-27.659,
3872444.000,14.911,-10.681,90.773,6.468,73.485,-27.659,
3872446.000,14.911,-10.681,90.773,6.468,73.485,-27.659,
3872449.000,14.911,-10.681,90.773,6.468,73.485,-27.659,
3872451.000,14.911,-10.681,90.773,6.468,73.485,-27.659,
3872453.000,14.911,-10.681,90.773,6.468,73.485,-27.659,
3872472.000,13.059,-11.987,93.456,7.606,74.479,-33.406,
3872474.000,13.059,-11.987,93.456,7.606,74.479,-33.406,
3872477.000,13.059,-11.987,93.456,7.606,74.479,-33.406,
3872480.000,13.059,-11.987,93.456,7.606,74.479,-33.406,
3872482.000,13.059,-11.987,93.456,7.606,74.479,-33.406,
3872484.000,13.059,-11.987,93.456,7.606,74.479,-33.406,
3872487.000,13.059,-11.987,93.456,7.606,74.479,-33.406,
3872503.000,11.096,-13.253,96.176,8.487,75.576,-39.418,
3872505.000,11.096,-13.253,96.176,8.487,75.576,-39.418,
3872508.000,11.096,-13.253,96.176,8.487,75.576,-39.418,
3872510.000,11.096,-13.253,96.176,8.487,75.576,-39.418,
3872512.000,11.096,-13.253,96.176,8.487,75.576,-39.418,
3872514.000,11.096,-13.253,96.176,8.487,75.576,-39.418,
3872518.000,10.166,-13.814,97.427,8.789,76.099,-42.242,
3872520.000,10.166,-13.814,97.427,8.789,76.099,-42.242,
3872522.000,10.166,-13.814,97.427,8.789,76.099,-42.242,
3872524.000,10.166,-13.814,97.427,8.789,76.099,-42.242,
3872525.000,10.166,-13.814,97.427,8.789,76.099,-42.242,
3872527.000,10.166,-13.814,97.427,8.789,76.099,-42.242,
3872529.000,10.166,-13.814,97.427,8.789,76.099,-42.242,
3872534.000,9.169,-14.389,98.743,9.031,76.655,-45.252,
3872536.000,9.169,-14.389,98.743,9.031,76.655,-45.252,
3872538.000,9.169,-14.389,98.743,9.031,76.655,-45.252,
3872540.000,9.169,-14.389,98.743,9.031,76.655,-45.252,
3872542.000,9.169,-14.389,98.743,9.031,76.655,-45.252,
3872544.000,9.169,-14.389,98.743,9.031,76.655,-45.252,
3872546.000,9.169,-14.389,98.743,9.031,76.655,-45.252,
3872551.000,8.170,-14.938,100.041,9.189,77.203,-48.258,
3872552.000,8.170,-14.938,100.041,9.189,77.203,-48.258,
3872554.000,8.170,-14.938,100.041,9.189,77.203,-48.258,
3872556.000,8.170,-14.938,100.041,9.189,77.203,-48.258,
3872558.000,8.170,-14.938,100.041,9.189,77.203,-48.258,
3872559.000,8.170,-14.938,100.041,9.189,77.203,-48.258,
3872562.000,8.170,-14.938,100.041,9.189,77.203,-48.258,
3872567.000,7.169,-15.464,101.322,9.265,77.738,-51.257,
3872569.000,7.169,-15.464,101.322,9.265,77.738,-51.257,
3872571.000,7.169,-15.464,101.322,9.265,77.738,-51.257,
3872573.000,7.169,-15.464,101.322,9.265,77.738,-51.257,
3872575.000,7.169,-15.464,101.322,9.265,77.738,-51.257,
3872577.000,7.169,-15.464,101.322,9.265,77.738,-51.257,
3872579.000,7.169,-15.464,101.322,9.265,77.738,-51.257,
3872583.000,6.229,-15.935,102.507,9.262,78.221,-54.062,
3872585.000,6.229,-15.935,102.507,9.262,78.221,-54.062,
3872588.000,6.229,-15.935,102.507,9.262,78.221,-54.062,
3872590.000,6.229,-15.935,102.507,9.262,78.221,-54.062,
3872592.000,6.229,-15.935,102.507,9.262,78.221,-54.062,
3872595.000,6.229,-15.935,102.507,9.262,78.221,-54.062,
3872613.000,4.224,-16.869,104.987,9.017,79.172,-60.017,
3872616.000,4.224,-16.869,104.987,9.017,79.172,-60.017,
3872619.000,4.224,-16.869,104.987,9.017,79.172,-60.017,
3872621.000,4.224,-16.869,104.987,9.017,79.172,-60.017,
3872624.000,4.224,-16.869,104.987,9.017,79.172,-60.017,
3872626.000,4.224,-16.869,104.987,9.017,79.172,-60.017,
3872628.000,3.287,-17.274,106.128,8.795,79.572,-62.792,
3872643.000,2.350,-17.659,107.256,8.507,79.936,-65.555,
3872645.000,2.350,-17.659,107.256,8.507,79.936,-65.555,
3872648.000,2.350,-17.659,107.256,8.507,79.936,-65.555,
3872649.000,2.350,-17.659,107.256,8.507,79.936,-65.555,
3872652.000,2.350,-17.659,107.256,8.507,79.936,-65.555,
3872654.000,2.350,-17.659,107.256,8.507,79.936,-65.555,
3872656.000,2.350,-17.659,107.256,8.507,79.936,-65.555,
3872674.000,0.487,-18.368,109.470,7.740,80.544,-71.033,
3872676.000,0.487,-18.368,109.470,7.740,80.544,-71.033,
3872678.000,0.487,-18.368,109.470,7.740,80.544,-71.033,
3872680.000,0.487,-18.368,109.470,7.740,80.544,-71.033,
3872682.000,0.487,-18.368,109.470,7.740,80.544,-71.033,
3872684.000,0.487,-18.368,109.470,7.740,80.544,-71.033,
3872686.000,0.487,-18.368,109.470,7.740,80.544,-71.033,
3872690.000,-0.499,-18.713,110.627,7.236,80.793,-73.921,
3872692.000,-0.499,-18.713,110.627,7.236,80.793,-73.921,
3872694.000,-0.499,-18.713,110.627,7.236,80.793,-73.921,
3872696.000,-0.499,-18.713,110.627,7.236,80.793,-73.921,
3872698.000,-0.499,-18.713,110.627,7.236,80.793,-73.921,
3872700.000,-0.499,-18.713,110.627,7.236,80.793,-73.921,
3872704.000,-0.499,-18.713,110.627,7.236,80.793,-73.921,
3872706.000,-1.417,-19.015,111.694,6.708,80.976,-76.596,
3872708.000,-1.417,-19.015,111.694,6.708,80.976,-76.596,
3872710.000,-1.417,-19.015,111.694,6.708,80.976,-76.596,
3872712.000,-1.417,-19.015,111.694,6.708,80.976,-76.596,
3872714.000,-1.417,-19.015,111.694,6.708,80.976,-76.596,
3872716.000,-1.417,-19.015,111.694,6.708,80.976,-76.596,
3872734.000,-3.215,-19.553,113.763,5.517,81.185,-81.810,
3872735.000,-3.215,-19.553,113.763,5.517,81.185,-81.810,
3872736.000,-3.215,-19.553,113.763,5.517,81.185,-81.810,
3872737.000,-3.215,-19.553,113.763,5.517,81.185,-81.810,
3872738.000,-3.215,-19.553,113.763,5.517,81.185,-81.810,
3872739.000,-3.215,-19.553,113.763,5.517,81.185,-81.810,
3872740.000,-3.215,-19.553,113.763,5.517,81.185,-81.810,
3872751.000,-4.142,-19.802,114.817,4.828,81.210,-84.475,
3872753.000,-4.142,-19.802,114.817,4.828,81.210,-84.475,
3872755.000,-4.142,-19.802,114.817,4.828,81.210,-84.475,
3872757.000,-4.142,-19.802,114.817,4.828,81.210,-84.475,
3872759.000,-4.142,-19.802,114.817,4.828,81.210,-84.475,
3872763.000,-4.142,-19.802,114.817,4.828,81.210,-84.475,
3872765.000,-4.142,-19.802,114.817,4.828,81.210,-84.475,
3872782.000,-5.820,-20.206,116.703,3.463,81.100,-89.257,
3872784.000,-5.820,-20.206,116.703,3.463,81.100,-89.257,
3872786.000,-5.820,-20.206,116.703,3.463,81.100,-89.257,
3872789.000,-5.820,-20.206,116.703,3.463,81.100,-89.257,
3872791.000,-5.820,-20.206,116.703,3.463,81.100,-89.257,
3872793.000,-5.820,-20.206,116.703,3.463,81.100,-89.257,
3872795.000,-5.820,-20.206,116.703,3.463,81.100,-89.257,
3872797.000,-6.592,-20.370,117.563,2.787,80.981,-91.436,
3872798.000,-6.592,-20.370,117.563,2.787,80.981,-91.436,
3872799.000,-6.592,-20.370,117.563,2.787,80.981,-91.436,
3872800.000,-6.592,-20.370,117.563,2.787,80.981,-91.436,
3872813.000,-7.277,-20.505,118.319,2.165,80.837,-93.353,
3872815.000,-7.277,-20.505,118.319,2.165,80.837,-93.353,
3872817.000,-7.277,-20.505,118.319,2.165,80.837,-93.353,
3872819.000,-7.277,-20.505,118.319,2.165,80.837,-93.353,
3872821.000,-7.277,-20.505,118.319,2.165,80.837,-93.353,
3872823.000,-7.277,-20.505,118.319,2.165,80.837,-93.353,
3872825.000,-7.277,-20.505,118.319,2.165,80.837,-93.353,
3872843.000,-8.274,-20.681,119.412,1.223,80.562,-96.122,
3872845.000,-8.274,-20.681,119.412,1.223,80.562,-96.122,
3872847.000,-8.274,-20.681,119.412,1.223,80.562,-96.122,
3872849.000,-8.274,-20.681,119.412,1.223,80.562,-96.122,
3872851.000,-8.274,-20.681,119.412,1.223,80.562,-96.122,
3872854.000,-8.274,-20.681,119.412,1.223,80.562,-96.122,
3872856.000,-8.274,-20.681,119.412,1.223,80.562,-96.122,
3872874.000,-8.895,-20.779,120.086,0.617,80.353,-97.828,
3872876.000,-8.895,-20.779,120.086,0.617,80.353,-97.828,
3872877.000,-8.895,-20.779,120.086,0.617,80.353,-97.828,
3872880.000,-8.895,-20.779,120.086,0.617,80.353,-97.828,
3872882.000,-8.895,-20.779,120.086,0.617,80.353,-97.828,
3872885.000,-8.895,-20.779,120.086,0.617,80.353,-97.828,
3872887.000,-8.895,-20.779,120.086,0.617,80.353,-97.828,
3872905.000,-9.234,-20.829,120.453,0.280,80.225,-98.754,
3872907.000,-9.234,-20.829,120.453,0.280,80.225,-98.754,
3872909.000,-9.234,-20.829,120.453,0.280,80.225,-98.754,
3872911.000,-9.234,-20.829,120.453,0.280,80.225,-98.754,
3872913.000,-9.234,-20.829,120.453,0.280,80.225,-98.754,
3872915.000,-9.234,-20.829,120.453,0.280,80.225,-98.754,
3872917.000,-9.234,-20.829,120.453,0.280,80.225,-98.754,
3872920.000,-9.327,-20.842,120.553,0.187,80.189,-99.007,
3872922.000,-9.327,-20.842,120.553,0.187,80.189,-99.007,
3872924.000,-9.327,-20.842,120.553,0.187,80.189,-99.007,
3872926.000,-9.327,-20.842,120.553,0.187,80.189,-99.007,
3872929.000,-9.327,-20.842,120.553,0.187,80.189,-99.007,
3872931.000,-9.327,-20.842,120.553,0.187,80.189,-99.007,
3872949.000,-9.390,-20.850,120.621,0.124,80.163,-99.178,
3872951.000,-9.432,-20.856,120.666,0.081,80.146,-99.293,
3872953.000,-9.432,-20.856,120.666,0.081,80.146,-99.293,
3872955.000,-9.432,-20.856,120.666,0.081,80.146,-99.293,
3872957.000,-9.432,-20.856,120.666,0.081,80.146,-99.293,
3872960.000,-9.432,-20.856,120.666,0.081,80.146,-99.293,
3872962.000,-9.432,-20.856,120.666,0.081,80.146,-99.293,
3872980.000,-9.480,-20.863,120.718,0.033,80.127,-99.424,
3872982.000,-9.480,-20.863,120.718,0.033,80.127,-99.424,
3872984.000,-9.480,-20.863,120.718,0.033,80.127,-99.424,
3872986.000,-9.480,-20.863,120.718,0.033,80.127,-99.424,
3872987.000,-9.480,-20.863,120.718,0.033,80.127,-99.424,
3872989.000,-9.480,-20.863,120.718,0.033,80.127,-99.424,
3872991.000,-9.480,-20.863,120.718,0.033,80.127,-99.424,
3872996.000,-9.493,-20.865,120.732,0.020,80.122,-99.458,
3872998.000,-9.493,-20.865,120.732,0.020,80.122,-99.458,
3873000.000,-9.493,-20.865,120.732,0.020,80.122,-99.458,
3873002.000,-9.493,-20.865,120.732,0.020,80.122,-99.458,
3873004.000,-9.493,-20.865,120.732,0.020,80.122,-99.458,
3873007.000,-9.493,-20.865,120.732,0.020,80.122,-99.458,
3873009.000,-9.493,-20.865,120.732,0.020,80.122,-99.458,
3873013.000,-9.501,-20.866,120.740,0.012,80.118,-99.480,
3873015.000,-9.501,-20.866,120.740,0.012,80.118,-99.480,
3873017.000,-9.501,-20.866,120.740,0.012,80.118,-99.480,
3873019.000,-9.501,-20.866,120.740,0.012,80.118,-99.480,
3873021.000,-9.501,-20.866,120.740,0.012,80.118,-99.480,
3873023.000,-9.501,-20.866,120.740,0.012,80.118,-99.480,
3873025.000,-9.501,-20.866,120.740,0.012,80.118,-99.480,
3873043.000,-9.509,-20.867,120.749,0.004,80.115,-99.502,
3873046.000,-9.509,-20.867,120.749,0.004,80.115,-99.502,
3873048.000,-9.509,-20.867,120.749,0.004,80.115,-99.502,
3873051.000,-9.509,-20.867,120.749,0.004,80.115,-99.502,
3873053.000,-9.509,-20.867,120.749,0.004,80.115,-99.502,
3873056.000,-9.509,-20.867,120.749,0.004,80.115,-99.502,
3873072.000,-9.513,-20.867,120.753,0.000,80.113,-99.512,
3873074.000,-9.513,-20.867,120.753,0.000,80.113,-99.512,
3873076.000,-9.513,-20.867,120.753,0.000,80.113,-99.512,
3873078.000,-9.513,-20.867,120.753,0.000,80.113,-99.512,
3873080.000,-9.513,-20.867,120.753,0.000,80.113,-99.512,
3873082.000,-9.513,-20.867,120.753,0.000,80.113,-99.512,
3873084.000,-9.513,-20.867,120.753,0.000,80.113,-99.512,
3873088.000,-9.514,-20.867,120.754,0.000,80.113,-99.514,
3873090.000,-9.514,-20.867,120.754,0.000,80.113,-99.514,
3873092.000,-9.514,-20.867,120.754,0.000,80.113,-99.514,
3873094.000,-9.514,-20.867,120.754,0.000,80.113,-99.514,
3873097.000,-9.514,-20.867,120.754,0.000,80.113,-99.514,
3873099.000,-9.514,-20.867,120.754,0.000,80.113,-99.514,
3873101.000,-9.514,-20.867,120.754,0.000,80.113,-99.514,
3873119.000,-9.514,-20.870,120.755,0.000,80.114,-99.514,
3873121.000,-9.514,-20.870,120.755,0.000,80.114,-99.514,
3873123.000,-9.514,-20.870,120.755,0.000,80.114,-99.514,
3873126.000,-9.514,-20.870,120.755,0.000,80.114,-99.514,
3873128.000,-9.514,-20.870,120.755,0.000,80.114,-99.514,
3873130.000,-9.514,-20.870,120.755,0.000,80.114,-99.514,
3873134.000,-9.515,-20.873,120.758,0.000,80.115,-99.515,
3873136.000,-9.515,-20.873,120.758,0.000,80.115,-99.515,
3873138.000,-9.515,-20.873,120.758,0.000,80.115,-99.515,
3873140.000,-9.515,-20.873,120.758,0.000,80.115,-99.515,
3873142.000,-9.515,-20.873,120.758,0.000,80.115,-99.515,
3873144.000,-9.515,-20.873,120.758,0.000,80.115,-99.515,
3873146.000,-9.515,-20.873,120.758,0.000,80.115,-99.515,
3873151.000,-9.516,-20.879,120.761,0.000,80.117,-99.516,
3873153.000,-9.516,-20.879,120.761,0.000,80.117,-99.516,
3873155.000,-9.516,-20.879,120.761,0.000,80.117,-99.516,
3873158.000,-9.516,-20.879,120.761,0.000,80.117,-99.516,
3873159.000,-9.516,-20.879,120.761,0.000,80.117,-99.516,
3873162.000,-9.516,-20.879,120.761,0.000,80.117,-99.516,
3873166.000,-9.517,-20.886,120.766,0.000,80.119,-99.517,
3873168.000,-9.517,-20.886,120.766,0.000,80.119,-99.517,
3873171.000,-9.517,-20.886,120.766,0.000,80.119,-99.517,
3873173.000,-9.517,-20.886,120.766,0.000,80.119,-99.517,
3873176.000,-9.517,-20.886,120.766,0.000,80.119,-99.517,
3873178.000,-9.517,-20.886,120.766,0.000,80.119,-99.517,
3873180.000,-9.517,-20.886,120.766,0.000,80.119,-99.517,
3873198.000,-9.522,-20.910,120.782,0.000,80.127,-99.522,
3873201.000,-9.522,-20.910,120.782,0.000,80.127,-99.522,
3873203.000,-9.522,-20.910,120.782,0.000,80.127,-99.522,
3873206.000,-9.522,-20.910,120.782,0.000,80.127,-99.522,
3873209.000,-9.522,-20.910,120.782,0.000,80.127,-99.522,
3873211.000,-9.522,-20.910,120.782,0.000,80.127,-99.522,
3873228.000,-9.531,-20.956,120.813,0.000,80.142,-99.531,
3873230.000,-9.531,-20.956,120.813,0.000,80.142,-99.531,
3873232.000,-9.531,-20.956,120.813,0.000,80.142,-99.531,
3873234.000,-9.531,-20.956,120.813,0.000,80.142,-99.531,
3873236.000,-9.531,-20.956,120.813,0.000,80.142,-99.531,
3873238.000,-9.531,-20.956,120.813,0.000,80.142,-99.531,
3873241.000,-9.531,-20.956,120.813,0.000,80.142,-99.531,
3873243.000,-9.538,-20.992,120.838,0.000,80.153,-99.538,
3873244.000,-9.538,-20.992,120.838,0.000,80.153,-99.538,
3873245.000,-9.538,-20.992,120.838,0.000,80.153,-99.538,
3873246.000,-9.538,-20.992,120.838,0.000,80.153,-99.538,
3873258.000,-9.547,-21.041,120.871,0.000,80.169,-99.547,
3873260.000,-9.547,-21.041,120.871,0.000,80.169,-99.547,
3873263.000,-9.547,-21.041,120.871,0.000,80.169,-99.547,
3873265.000,-9.547,-21.041,120.871,0.000,80.169,-99.547,
3873267.000,-9.547,-21.041,120.871,0.000,80.169,-99.547,
3873269.000,-9.547,-21.041,120.871,0.000,80.169,-99.547,
3873271.000,-9.547,-21.041,120.871,0.000,80.169,-99.547,
3873274.000,-9.560,-21.109,120.917,0.000,80.191,-99.560,
3873276.000,-9.560,-21.109,120.917,0.000,80.191,-99.560,
3873279.000,-9.560,-21.109,120.917,0.000,80.191,-99.560,
3873281.000,-9.560,-21.109,120.917,0.000,80.191,-99.560,
3873283.000,-9.560,-21.109,120.917,0.000,80.191,-99.560,
3873286.000,-9.560,-21.109,120.917,0.000,80.191,-99.560,
3873304.000,-9.605,-21.337,121.071,0.000,80.266,-99.605,
3873306.000,-9.605,-21.337,121.071,0.000,80.266,-99.605,
3873308.000,-9.605,-21.337,121.071,0.000,80.266,-99.605,
3873310.000,-9.605,-21.337,121.071,0.000,80.266,-99.605,
3873312.000,-9.605,-21.337,121.071,0.000,80.266,-99.605,
3873314.000,-9.605,-21.337,121.071,0.000,80.266,-99.605,
3873316.000,-9.605,-21.337,121.071,0.000,80.266,-99.605,
3873319.000,-9.639,-21.512,121.188,0.000,80.323,-99.639,
3873321.000,-9.639,-21.512,121.188,0.000,80.323,-99.639,
3873323.000,-9.639,-21.512,121.188,0.000,80.323,-99.639,
3873325.000,-9.639,-21.512,121.188,0.000,80.323,-99.639,
3873327.000,-9.639,-21.512,121.188,0.000,80.323,-99.639,
3873329.000,-9.639,-21.512,121.188,0.000,80.323,-99.639,
3873335.000,-9.689,-21.765,121.357,0.000,80.407,-99.689,
3873337.000,-9.689,-21.765,121.357,0.000,80.407,-99.689,
3873339.000,-9.689,-21.765,121.357,0.000,80.407,-99.689,
3873341.000,-9.689,-21.765,121.357,0.000,80.407,-99.689,
3873343.000,-9.689,-21.765,121.357,0.000,80.407,-99.689,
3873346.000,-9.689,-21.765,121.357,0.000,80.407,-99.689,
3873347.000,-9.689,-21.765,121.357,0.000,80.407,-99.689,
3873352.000,-9.757,-22.108,121.585,0.000,80.523,-99.757,
3873354.000,-9.757,-22.108,121.585,0.000,80.523,-99.757,
3873356.000,-9.757,-22.108,121.585,0.000,80.523,-99.757,
3873358.000,-9.757,-22.108,121.585,0.000,80.523,-99.757,
3873360.000,-9.757,-22.108,121.585,0.000,80.523,-99.757,
3873363.000,-9.757,-22.108,121.585,0.000,80.523,-99.757,
3873367.000,-9.850,-22.568,121.887,0.000,80.681,-99.850,
3873369.000,-9.850,-22.568,121.887,0.000,80.681,-99.850,
3873370.000,-9.850,-22.568,121.887,0.000,80.681,-99.850,
3873372.000,-9.850,-22.568,121.887,0.000,80.681,-99.850,
3873374.000,-9.850,-22.568,121.887,0.000,80.681,-99.850,
3873376.000,-9.850,-22.568,121.887,0.000,80.681,-99.850,
3873378.000,-9.850,-22.568,121.887,0.000,80.681,-99.850,
3873383.000,-9.965,-23.131,122.253,0.000,80.878,-99.965,
3873385.000,-9.965,-23.131,122.253,0.000,80.878,-99.965,
3873387.000,-9.965,-23.131,122.253,0.000,80.878,-99.965,
3873389.000,-9.965,-23.131,122.253,0.000,80.878,-99.965,
3873392.000,-9.965,-23.131,122.253,0.000,80.878,-99.965,
3873394.000,-9.965,-23.131,122.253,0.000,80.878,-99.965,
3873399.000,-10.138,-23.955,122.781,0.000,81.174,-100.138,
3873400.000,-10.138,-23.955,122.781,0.000,81.174,-100.138,
3873402.000,-10.138,-23.955,122.781,0.000,81.174,-100.138,
3873405.000,-10.138,-23.955,122.781,0.000,81.174,-100.138,
3873407.000,-10.138,-23.955,122.781,0.000,81.174,-100.138,
3873410.000,-10.138,-23.955,122.781,0.000,81.174,-100.138,
3873413.000,-10.138,-23.955,122.781,0.000,81.174,-100.138,
3873430.000,-10.584,-25.978,124.037,0.000,81.941,-100.584,
3873432.000,-10.584,-25.978,124.037,0.000,81.941,-100.584,
3873435.000,-10.584,-25.978,124.037,0.000,81.941,-100.584,
3873438.000,-10.584,-25.978,124.037,0.000,81.941,-100.584,
3873440.000,-10.584,-25.978,124.037,0.000,81.941,-100.584,
3873443.000,-10.584,-25.978,124.037,0.000,81.941,-100.584,
3873459.000,-11.263,-28.804,125.697,0.000,83.106,-101.263,
3873461.000,-11.263,-28.804,125.697,0.000,83.106,-101.263,
3873463.000,-11.263,-28.804,125.697,0.000,83.106,-101.263,
