J1,J2,J3,J4,J5,J6,empty
8803794.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803796.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803798.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803799.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803802.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803806.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803808.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803810.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803812.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803814.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803816.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803818.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803822.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803824.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803826.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803828.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803829.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803831.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803833.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803837.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803839.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803841.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803843.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803845.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803847.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803851.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803853.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803855.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803857.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803859.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803861.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803863.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803867.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803869.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803871.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803873.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803875.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803877.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803879.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803883.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803886.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803888.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803890.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803892.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803894.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803895.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803900.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803902.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803904.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803906.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803908.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803910.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803911.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803916.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803918.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803920.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803922.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803924.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803926.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803931.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803933.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803935.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803937.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803939.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803940.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803943.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803947.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803949.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803951.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803953.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803955.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803957.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803959.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803962.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803965.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803967.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803969.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803971.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803973.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803974.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803978.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803980.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803982.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803984.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803985.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803987.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803989.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803994.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803996.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8803999.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804001.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804005.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804008.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804024.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804026.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804028.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804030.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804032.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804034.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804036.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804040.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804042.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804044.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804046.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804047.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804049.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804051.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804055.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804056.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804057.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804058.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804059.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804060.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804071.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804072.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804073.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804074.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804075.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804076.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804077.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804088.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804090.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804092.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804094.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804096.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804097.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804099.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804103.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804105.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804107.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804109.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804111.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804113.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804117.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804119.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804120.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804122.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804124.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804126.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804128.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804132.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804134.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804136.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804138.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804140.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804141.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804144.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804149.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804151.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804153.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804155.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804158.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804160.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804161.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804165.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804168.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804170.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804173.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804176.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804178.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804179.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804196.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804197.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804198.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804199.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804200.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804201.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804212.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804214.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804216.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804218.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804220.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804222.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804224.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804228.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804229.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804230.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804231.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804232.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804233.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804243.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804245.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804247.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804249.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804251.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804253.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804255.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804258.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804260.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804262.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804264.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804267.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804269.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804270.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804274.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804276.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804277.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804279.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804281.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804283.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804285.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804290.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804292.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804294.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804296.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804298.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804300.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804304.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804306.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804308.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804310.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804312.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804314.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804315.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804319.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804320.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804322.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804325.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804327.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804329.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804331.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804334.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804335.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804336.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804337.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804338.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804339.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804340.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804351.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804353.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804355.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804357.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804360.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804362.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804363.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804367.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804369.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804372.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804374.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804376.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804379.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804382.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804384.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804385.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804387.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804390.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804393.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804395.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804397.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804399.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804402.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804405.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804407.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804410.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804412.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804428.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804429.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804430.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804431.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804432.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804433.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804434.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804444.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804446.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804448.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804451.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804453.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804455.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804456.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804460.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804462.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804463.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804465.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804467.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804469.000,-48.358,-4.413,94.262,89.865,48.359,-89.797,
8804473.000,-48.357,-4.415,94.263,89.865,48.357,-89.797,
8804475.000,-48.357,-4.415,94.263,89.865,48.357,-89.797,
8804477.000,-48.357,-4.415,94.263,89.865,48.357,-89.797,
8804479.000,-48.357,-4.415,94.263,89.865,48.357,-89.797,
8804481.000,-48.357,-4.415,94.263,89.865,48.357,-89.797,
8804483.000,-48.357,-4.415,94.263,89.865,48.357,-89.797,
8804485.000,-48.357,-4.415,94.263,89.865,48.357,-89.797,
8804489.000,-48.355,-4.417,94.266,89.865,48.355,-89.797,
8804491.000,-48.355,-4.417,94.266,89.865,48.355,-89.797,
8804493.000,-48.355,-4.417,94.266,89.865,48.355,-89.797,
8804495.000,-48.355,-4.417,94.266,89.865,48.355,-89.797,
8804497.000,-48.355,-4.417,94.266,89.865,48.355,-89.797,
8804498.000,-48.355,-4.417,94.266,89.865,48.355,-89.797,
8804500.000,-48.355,-4.417,94.266,89.865,48.355,-89.797,
8804505.000,-48.352,-4.420,94.268,89.865,48.353,-89.797,
8804507.000,-48.352,-4.420,94.268,89.865,48.353,-89.797,
8804509.000,-48.352,-4.420,94.268,89.865,48.353,-89.797,
8804511.000,-48.352,-4.420,94.268,89.865,48.353,-89.797,
8804513.000,-48.352,-4.420,94.268,89.865,48.353,-89.797,
8804515.000,-48.352,-4.420,94.268,89.865,48.353,-89.797,
8804516.000,-48.352,-4.420,94.268,89.865,48.353,-89.797,
8804520.000,-48.349,-4.424,94.272,89.865,48.349,-89.796,
8804522.000,-48.349,-4.424,94.272,89.865,48.349,-89.796,
8804525.000,-48.349,-4.424,94.272,89.865,48.349,-89.796,
8804527.000,-48.349,-4.424,94.272,89.865,48.349,-89.796,
8804529.000,-48.349,-4.424,94.272,89.865,48.349,-89.796,
8804531.000,-48.349,-4.424,94.272,89.865,48.349,-89.796,
8804534.000,-48.343,-4.430,94.278,89.864,48.343,-89.796,
8804536.000,-48.343,-4.430,94.278,89.864,48.343,-89.796,
8804538.000,-48.343,-4.430,94.278,89.864,48.343,-89.796,
8804541.000,-48.343,-4.430,94.278,89.864,48.343,-89.796,
8804543.000,-48.343,-4.430,94.278,89.864,48.343,-89.796,
8804546.000,-48.343,-4.430,94.278,89.864,48.343,-89.796,
8804547.000,-48.343,-4.430,94.278,89.864,48.343,-89.796,
8804550.000,-48.336,-4.438,94.286,89.864,48.336,-89.795,
8804552.000,-48.336,-4.438,94.286,89.864,48.336,-89.795,
8804554.000,-48.336,-4.438,94.286,89.864,48.336,-89.795,
8804556.000,-48.336,-4.438,94.286,89.864,48.336,-89.795,
8804558.000,-48.336,-4.438,94.286,89.864,48.336,-89.795,
8804560.000,-48.336,-4.438,94.286,89.864,48.336,-89.795,
8804562.000,-48.336,-4.438,94.286,89.864,48.336,-89.795,
8804566.000,-48.325,-4.450,94.297,89.863,48.326,-89.794,
8804568.000,-48.325,-4.450,94.297,89.863,48.326,-89.794,
8804570.000,-48.325,-4.450,94.297,89.863,48.326,-89.794,
8804572.000,-48.325,-4.450,94.297,89.863,48.326,-89.794,
8804574.000,-48.325,-4.450,94.297,89.863,48.326,-89.794,
8804576.000,-48.325,-4.450,94.297,89.863,48.326,-89.794,
8804578.000,-48.325,-4.450,94.297,89.863,48.326,-89.794,
8804583.000,-48.311,-4.467,94.312,89.862,48.311,-89.792,
8804585.000,-48.311,-4.467,94.312,89.862,48.311,-89.792,
8804586.000,-48.311,-4.467,94.312,89.862,48.311,-89.792,
8804588.000,-48.311,-4.467,94.312,89.862,48.311,-89.792,
8804590.000,-48.311,-4.467,94.312,89.862,48.311,-89.792,
8804592.000,-48.311,-4.467,94.312,89.862,48.311,-89.792,
8804594.000,-48.311,-4.467,94.312,89.862,48.311,-89.792,
8804599.000,-48.289,-4.491,94.335,89.860,48.290,-89.790,
8804601.000,-48.289,-4.491,94.335,89.860,48.290,-89.790,
8804603.000,-48.289,-4.491,94.335,89.860,48.290,-89.790,
8804605.000,-48.289,-4.491,94.335,89.860,48.290,-89.790,
8804607.000,-48.289,-4.491,94.335,89.860,48.290,-89.790,
8804609.000,-48.289,-4.491,94.335,89.860,48.290,-89.790,
8804614.000,-48.260,-4.524,94.366,89.858,48.260,-89.787,
8804616.000,-48.260,-4.524,94.366,89.858,48.260,-89.787,
8804618.000,-48.260,-4.524,94.366,89.858,48.260,-89.787,
8804620.000,-48.260,-4.524,94.366,89.858,48.260,-89.787,
8804622.000,-48.260,-4.524,94.366,89.858,48.260,-89.787,
8804624.000,-48.260,-4.524,94.366,89.858,48.260,-89.787,
8804626.000,-48.260,-4.524,94.366,89.858,48.260,-89.787,
8804630.000,-48.218,-4.571,94.409,89.855,48.219,-89.782,
8804632.000,-48.218,-4.571,94.409,89.855,48.219,-89.782,
8804634.000,-48.218,-4.571,94.409,89.855,48.219,-89.782,
8804636.000,-48.218,-4.571,94.409,89.855,48.219,-89.782,
8804638.000,-48.218,-4.571,94.409,89.855,48.219,-89.782,
8804639.000,-48.218,-4.571,94.409,89.855,48.219,-89.782,
8804641.000,-48.218,-4.571,94.409,89.855,48.219,-89.782,
8804645.000,-48.165,-4.631,94.465,89.851,48.165,-89.776,
8804647.000,-48.165,-4.631,94.465,89.851,48.165,-89.776,
8804649.000,-48.165,-4.631,94.465,89.851,48.165,-89.776,
8804651.000,-48.165,-4.631,94.465,89.851,48.165,-89.776,
8804653.000,-48.165,-4.631,94.465,89.851,48.165,-89.776,
8804655.000,-48.165,-4.631,94.465,89.851,48.165,-89.776,
8804657.000,-48.165,-4.631,94.465,89.851,48.165,-89.776,
8804661.000,-48.091,-4.713,94.541,89.845,48.092,-89.768,
8804662.000,-48.091,-4.713,94.541,89.845,48.092,-89.768,
8804664.000,-48.091,-4.713,94.541,89.845,48.092,-89.768,
8804666.000,-48.091,-4.713,94.541,89.845,48.092,-89.768,
8804668.000,-48.091,-4.713,94.541,89.845,48.092,-89.768,
8804670.000,-48.091,-4.713,94.541,89.845,48.092,-89.768,
8804672.000,-48.091,-4.713,94.541,89.845,48.092,-89.768,
8804676.000,-47.992,-4.824,94.643,89.837,47.992,-89.757,
8804678.000,-47.992,-4.824,94.643,89.837,47.992,-89.757,
8804680.000,-47.992,-4.824,94.643,89.837,47.992,-89.757,
8804682.000,-47.992,-4.824,94.643,89.837,47.992,-89.757,
8804685.000,-47.992,-4.824,94.643,89.837,47.992,-89.757,
8804687.000,-47.992,-4.824,94.643,89.837,47.992,-89.757,
8804691.000,-47.847,-4.984,94.791,89.825,47.848,-89.740,
8804692.000,-47.847,-4.984,94.791,89.825,47.848,-89.740,
8804693.000,-47.847,-4.984,94.791,89.825,47.848,-89.740,
8804694.000,-47.847,-4.984,94.791,89.825,47.848,-89.740,
8804695.000,-47.847,-4.984,94.791,89.825,47.848,-89.740,
8804696.000,-47.847,-4.984,94.791,89.825,47.848,-89.740,
8804706.000,-47.847,-4.984,94.791,89.825,47.848,-89.740,
8804707.000,-47.664,-5.184,94.975,89.810,47.665,-89.718,
8804708.000,-47.664,-5.184,94.975,89.810,47.665,-89.718,
8804709.000,-47.664,-5.184,94.975,89.810,47.665,-89.718,
8804710.000,-47.664,-5.184,94.975,89.810,47.665,-89.718,
8804711.000,-47.664,-5.184,94.975,89.810,47.665,-89.718,
8804712.000,-47.664,-5.184,94.975,89.810,47.665,-89.718,
8804721.000,-47.423,-5.445,95.215,89.788,47.423,-89.687,
8804723.000,-47.423,-5.445,95.215,89.788,47.423,-89.687,
8804725.000,-47.423,-5.445,95.215,89.788,47.423,-89.687,
8804727.000,-47.423,-5.445,95.215,89.788,47.423,-89.687,
8804729.000,-47.423,-5.445,95.215,89.788,47.423,-89.687,
8804731.000,-47.423,-5.445,95.215,89.788,47.423,-89.687,
8804733.000,-47.423,-5.445,95.215,89.788,47.423,-89.687,
8804737.000,-47.108,-5.781,95.522,89.759,47.108,-89.646,
8804739.000,-47.108,-5.781,95.522,89.759,47.108,-89.646,
8804741.000,-47.108,-5.781,95.522,89.759,47.108,-89.646,
8804743.000,-47.108,-5.781,95.522,89.759,47.108,-89.646,
8804745.000,-47.108,-5.781,95.522,89.759,47.108,-89.646,
8804748.000,-47.108,-5.781,95.522,89.759,47.108,-89.646,
8804749.000,-47.108,-5.781,95.522,89.759,47.108,-89.646,
8804753.000,-46.673,-6.236,95.934,89.715,46.674,-89.585,
8804755.000,-46.673,-6.236,95.934,89.715,46.674,-89.585,
8804757.000,-46.673,-6.236,95.934,89.715,46.674,-89.585,
8804759.000,-46.673,-6.236,95.934,89.715,46.674,-89.585,
8804761.000,-46.673,-6.236,95.934,89.715,46.674,-89.585,
8804764.000,-46.673,-6.236,95.934,89.715,46.674,-89.585,
8804766.000,-46.673,-6.236,95.934,89.715,46.674,-89.585,
8804769.000,-46.118,-6.800,96.442,89.655,46.119,-89.502,
8804771.000,-46.118,-6.800,96.442,89.655,46.119,-89.502,
8804773.000,-46.118,-6.800,96.442,89.655,46.119,-89.502,
8804775.000,-46.118,-6.800,96.442,89.655,46.119,-89.502,
8804777.000,-46.118,-6.800,96.442,89.655,46.119,-89.502,
8804779.000,-46.118,-6.800,96.442,89.655,46.119,-89.502,
8804784.000,-45.427,-7.481,97.048,89.572,45.429,-89.391,
