J1,J2,J3,J4,J5,J6,empty
4925806.000,20.797,-8.300,87.562,-0.727,63.001,-5.781,
4925810.000,20.797,-8.300,87.562,-0.727,63.001,-5.781,
4925814.000,20.797,-8.300,87.562,-0.727,63.001,-5.781,
4925818.000,20.797,-8.300,87.562,-0.727,63.001,-5.781,
4925822.000,20.619,-9.116,89.502,-0.953,60.910,-5.516,
4925827.000,20.619,-9.116,89.502,-0.953,60.910,-5.516,
4925828.000,20.619,-9.116,89.502,-0.953,60.910,-5.516,
4925837.000,20.430,-9.946,91.512,-1.202,58.710,-5.220,
4925841.000,20.430,-9.946,91.512,-1.202,58.710,-5.220,
4925844.000,20.430,-9.946,91.512,-1.202,58.710,-5.220,
4925848.000,20.430,-9.946,91.512,-1.202,58.710,-5.220,
4925851.000,20.220,-10.816,93.665,-1.486,56.314,-4.876,
4925855.000,20.220,-10.816,93.665,-1.486,56.314,-4.876,
4925858.000,20.220,-10.816,93.665,-1.486,56.314,-4.876,
4925868.000,19.992,-11.706,95.924,-1.807,53.757,-4.481,
4925872.000,19.992,-11.706,95.924,-1.807,53.757,-4.481,
4925876.000,19.992,-11.706,95.924,-1.807,53.757,-4.481,
4925880.000,19.992,-11.706,95.924,-1.807,53.757,-4.481,
4925883.000,19.732,-12.654,98.407,-2.194,50.890,-4.001,
4925888.000,19.732,-12.654,98.407,-2.194,50.890,-4.001,
4925898.000,19.457,-13.582,100.931,-2.632,47.912,-3.456,
4925900.000,19.457,-13.582,100.931,-2.632,47.912,-3.456,
4925903.000,19.457,-13.582,100.931,-2.632,47.912,-3.456,
4925906.000,19.457,-13.582,100.931,-2.632,47.912,-3.456,
4925908.000,19.457,-13.582,100.931,-2.632,47.912,-3.456,
4925911.000,19.457,-13.582,100.931,-2.632,47.912,-3.456,
4925914.000,19.188,-14.420,103.311,-3.095,45.043,-2.879,
4925929.000,18.889,-15.267,105.843,-3.656,41.920,-2.182,
4925931.000,18.889,-15.267,105.843,-3.656,41.920,-2.182,
4925933.000,18.889,-15.267,105.843,-3.656,41.920,-2.182,
4925936.000,18.889,-15.267,105.843,-3.656,41.920,-2.182,
4925939.000,18.889,-15.267,105.843,-3.656,41.920,-2.182,
4925942.000,18.889,-15.267,105.843,-3.656,41.920,-2.182,
4925945.000,18.580,-16.056,108.354,-4.303,38.744,-1.385,
4925962.000,18.261,-16.780,110.835,-5.060,35.526,-0.466,
4925965.000,18.261,-16.780,110.835,-5.060,35.526,-0.466,
4925968.000,18.261,-16.780,110.835,-5.060,35.526,-0.466,
4925972.000,18.261,-16.780,110.835,-5.060,35.526,-0.466,
4925974.000,18.261,-16.780,110.835,-5.060,35.526,-0.466,
4925977.000,17.933,-17.430,113.279,-5.960,32.269,0.611,
4925979.000,17.933,-17.430,113.279,-5.960,32.269,0.611,
4925993.000,17.618,-17.966,115.531,-6.982,29.185,1.810,
4925996.000,17.618,-17.966,115.531,-6.982,29.185,1.810,
4925998.000,17.618,-17.966,115.531,-6.982,29.185,1.810,
4926001.000,17.618,-17.966,115.531,-6.982,29.185,1.810,
4926004.000,17.618,-17.966,115.531,-6.982,29.185,1.810,
4926006.000,17.618,-17.966,115.531,-6.982,29.185,1.810,
4926008.000,17.273,-18.454,117.888,-8.337,25.864,3.367,
4926026.000,16.920,-18.847,120.197,-10.091,22.514,5.337,
4926029.000,16.920,-18.847,120.197,-10.091,22.514,5.337,
4926032.000,16.920,-18.847,120.197,-10.091,22.514,5.337,
4926035.000,16.920,-18.847,120.197,-10.091,22.514,5.337,
4926038.000,16.920,-18.847,120.197,-10.091,22.514,5.337,
4926041.000,16.581,-19.124,122.315,-12.296,19.352,7.756,
4926054.000,16.234,-19.303,124.387,-15.383,16.180,11.069,
4926057.000,16.234,-19.303,124.387,-15.383,16.180,11.069,
4926061.000,16.234,-19.303,124.387,-15.383,16.180,11.069,
4926063.000,16.234,-19.303,124.387,-15.383,16.180,11.069,
4926067.000,16.234,-19.303,124.387,-15.383,16.180,11.069,
4926071.000,15.879,-19.378,126.409,-20.015,13.024,15.939,
4926073.000,15.879,-19.378,126.409,-20.015,13.024,15.939,
4926085.000,15.492,-19.332,128.508,-28.340,9.753,24.534,
4926088.000,15.492,-19.332,128.508,-28.340,9.753,24.534,
4926091.000,15.492,-19.332,128.508,-28.340,9.753,24.534,
4926094.000,15.492,-19.332,128.508,-28.340,9.753,24.534,
4926097.000,15.492,-19.332,128.508,-28.340,9.753,24.534,
4926100.000,15.120,-19.161,130.420,-43.247,6.986,39.706,
4926103.000,15.120,-19.161,130.420,-43.247,6.986,39.706,
4926117.000,14.715,-18.830,132.394,-75.491,5.114,72.249,
4926121.000,14.715,-18.830,132.394,-75.491,5.114,72.249,
4926124.000,14.715,-18.830,132.394,-75.491,5.114,72.249,
4926127.000,14.715,-18.830,132.394,-75.491,5.114,72.249,
4926130.000,14.715,-18.830,132.394,-75.491,5.114,72.249,
4926132.000,14.327,-18.370,134.180,-114.923,5.627,111.976,
4926135.000,14.327,-18.370,134.180,-114.923,5.627,111.976,
4926148.000,13.904,-17.703,136.010,-140.403,8.259,137.788,
4926151.000,13.904,-17.703,136.010,-140.403,8.259,137.788,
4926154.000,13.904,-17.703,136.010,-140.403,8.259,137.788,
4926157.000,13.904,-17.703,136.010,-140.403,8.259,137.788,
4926160.000,13.904,-17.703,136.010,-140.403,8.259,137.788,
4926163.000,13.499,-16.900,137.650,-152.046,11.552,149.760,
4926166.000,13.499,-16.900,137.650,-152.046,11.552,149.760,
4926180.000,13.058,-15.839,139.311,-158.841,15.453,156.923,
4926183.000,13.058,-15.839,139.311,-158.841,15.453,156.923,
4926186.000,13.058,-15.839,139.311,-158.841,15.453,156.923,
4926189.000,13.058,-15.839,139.311,-158.841,15.453,156.923,
4926192.000,13.058,-15.839,139.311,-158.841,15.453,156.923,
4926195.000,12.609,-14.552,140.873,-162.957,19.598,161.428,
4926209.000,12.180,-13.128,142.238,-165.543,23.651,164.398,
4926212.000,12.180,-13.128,142.238,-165.543,23.651,164.398,
4926214.000,12.180,-13.128,142.238,-165.543,23.651,164.398,
4926218.000,12.180,-13.128,142.238,-165.543,23.651,164.398,
4926221.000,12.180,-13.128,142.238,-165.543,23.651,164.398,
4926224.000,11.745,-11.486,143.500,-167.402,27.839,166.661,
4926227.000,11.745,-11.486,143.500,-167.402,27.839,166.661,
4926240.000,11.276,-9.490,144.720,-168.872,32.433,168.582,
4926244.000,11.276,-9.490,144.720,-168.872,32.433,168.582,
4926247.000,11.276,-9.490,144.720,-168.872,32.433,168.582,
4926251.000,11.276,-9.490,144.720,-168.872,32.433,168.582,
4926254.000,11.276,-9.490,144.720,-168.872,32.433,168.582,
4926257.000,10.802,-7.247,145.800,-169.982,37.128,170.165,
4926259.000,10.802,-7.247,145.800,-169.982,37.128,170.165,
4926273.000,10.328,-4.775,146.732,-170.835,41.883,171.511,
4926276.000,10.328,-4.775,146.732,-170.835,41.883,171.511,
4926279.000,10.328,-4.775,146.732,-170.835,41.883,171.511,
4926282.000,10.328,-4.775,146.732,-170.835,41.883,171.511,
4926285.000,10.328,-4.775,146.732,-170.835,41.883,171.511,
4926287.000,9.887,-2.282,147.463,-171.460,46.348,172.613,
4926290.000,9.887,-2.282,147.463,-171.460,46.348,172.613,
4926303.000,9.453,0.336,148.054,-171.952,50.757,173.591,
4926306.000,9.453,0.336,148.054,-171.952,50.757,173.591,
4926309.000,9.453,0.336,148.054,-171.952,50.757,173.591,
4926313.000,9.453,0.336,148.054,-171.952,50.757,173.591,
4926316.000,9.453,0.336,148.054,-171.952,50.757,173.591,
4926319.000,9.005,3.198,148.533,-172.358,55.316,174.518,
4926322.000,9.005,3.198,148.533,-172.358,55.316,174.518,
4926335.000,8.606,5.864,148.849,-172.650,59.367,175.290,
4926337.000,8.606,5.864,148.849,-172.650,59.367,175.290,
4926340.000,8.606,5.864,148.849,-172.650,59.367,175.290,
4926343.000,8.606,5.864,148.849,-172.650,59.367,175.290,
4926346.000,8.606,5.864,148.849,-172.650,59.367,175.290,
4926348.000,8.234,8.430,149.051,-172.870,63.115,175.971,
4926363.000,7.898,10.813,149.160,-173.032,66.483,176.563,
4926366.000,7.898,10.813,149.160,-173.032,66.483,176.563,
4926370.000,7.898,10.813,149.160,-173.032,66.483,176.563,
4926373.000,7.898,10.813,149.160,-173.032,66.483,176.563,
4926376.000,7.898,10.813,149.160,-173.032,66.483,176.563,
4926380.000,7.584,13.076,149.198,-173.155,69.595,177.098,
4926383.000,7.584,13.076,149.198,-173.155,69.595,177.098,
4926395.000,7.320,15.001,149.186,-173.240,72.181,177.536,
4926398.000,7.320,15.001,149.186,-173.240,72.181,177.536,
4926401.000,7.320,15.001,149.186,-173.240,72.181,177.536,
4926404.000,7.320,15.001,149.186,-173.240,72.181,177.536,
4926407.000,7.320,15.001,149.186,-173.240,72.181,177.536,
4926410.000,7.118,16.483,149.149,-173.294,74.137,177.865,
4926412.000,7.118,16.483,149.149,-173.294,74.137,177.865,
4926426.000,6.958,17.667,149.103,-173.330,75.679,178.123,
4926429.000,6.958,17.667,149.103,-173.330,75.679,178.123,
4926432.000,6.958,17.667,149.103,-173.330,75.679,178.123,
4926435.000,6.958,17.667,149.103,-173.330,75.679,178.123,
4926438.000,6.958,17.667,149.103,-173.330,75.679,178.123,
4926441.000,6.827,18.638,149.056,-173.356,76.931,178.333,
4926443.000,6.827,18.638,149.056,-173.356,76.931,178.333,
4926459.000,6.729,19.359,149.014,-173.373,77.853,178.487,
4926462.000,6.729,19.359,149.014,-173.373,77.853,178.487,
4926465.000,6.729,19.359,149.014,-173.373,77.853,178.487,
4926469.000,6.729,19.359,149.014,-173.373,77.853,178.487,
4926472.000,6.729,19.359,149.014,-173.373,77.853,178.487,
4926474.000,6.659,19.882,148.981,-173.384,78.519,178.598,
4926476.000,6.659,19.882,148.981,-173.384,78.519,178.598,
4926490.000,6.611,20.237,148.957,-173.391,78.968,178.673,
4926493.000,6.611,20.237,148.957,-173.391,78.968,178.673,
4926495.000,6.611,20.237,148.957,-173.391,78.968,178.673,
4926498.000,6.611,20.237,148.957,-173.391,78.968,178.673,
4926501.000,6.611,20.237,148.957,-173.391,78.968,178.673,
4926504.000,6.574,20.506,148.937,-173.396,79.308,178.730,
4926520.000,6.549,20.695,148.924,-173.400,79.546,178.770,
4926523.000,6.549,20.695,148.924,-173.400,79.546,178.770,
4926526.000,6.549,20.695,148.924,-173.400,79.546,178.770,
4926529.000,6.549,20.695,148.924,-173.400,79.546,178.770,
4926532.000,6.549,20.695,148.924,-173.400,79.546,178.770,
4926535.000,6.532,20.819,148.914,-173.402,79.703,178.797,
4926538.000,6.532,20.819,148.914,-173.402,79.703,178.797,
4926551.000,6.520,20.907,148.908,-173.403,79.814,178.815,
4926554.000,6.520,20.907,148.908,-173.403,79.814,178.815,
4926557.000,6.520,20.907,148.908,-173.403,79.814,178.815,
4926560.000,6.520,20.907,148.908,-173.403,79.814,178.815,
4926563.000,6.520,20.907,148.908,-173.403,79.814,178.815,
4926565.000,6.512,20.969,148.903,-173.404,79.892,178.828,
4926568.000,6.512,20.969,148.903,-173.404,79.892,178.828,
4926582.000,6.506,21.016,148.899,-173.405,79.950,178.838,
4926585.000,6.506,21.016,148.899,-173.405,79.950,178.838,
4926587.000,6.506,21.016,148.899,-173.405,79.950,178.838,
4926589.000,6.506,21.016,148.899,-173.405,79.950,178.838,
4926591.000,6.506,21.016,148.899,-173.405,79.950,178.838,
4926594.000,6.506,21.016,148.899,-173.405,79.950,178.838,
4926596.000,6.506,21.016,148.899,-173.405,79.950,178.838,
4926613.000,6.498,21.068,148.895,-173.406,80.016,178.849,
4926616.000,6.498,21.068,148.895,-173.406,80.016,178.849,
4926620.000,6.498,21.068,148.895,-173.406,80.016,178.849,
4926623.000,6.498,21.068,148.895,-173.406,80.016,178.849,
4926626.000,6.498,21.068,148.895,-173.406,80.016,178.849,
4926628.000,6.496,21.084,148.894,-173.406,80.035,178.852,
4926631.000,6.496,21.084,148.894,-173.406,80.035,178.852,
4926646.000,6.495,21.094,148.893,-173.406,80.048,178.854,
4926649.000,6.495,21.094,148.893,-173.406,80.048,178.854,
4926652.000,6.495,21.094,148.893,-173.406,80.048,178.854,
4926654.000,6.495,21.094,148.893,-173.406,80.048,178.854,
4926657.000,6.495,21.094,148.893,-173.406,80.048,178.854,
4926661.000,6.494,21.102,148.893,-173.406,80.058,178.856,
4926676.000,6.493,21.106,148.892,-173.406,80.064,178.857,
4926680.000,6.493,21.106,148.892,-173.406,80.064,178.857,
4926683.000,6.493,21.106,148.892,-173.406,80.064,178.857,
4926688.000,6.493,21.106,148.892,-173.406,80.064,178.857,
4926692.000,6.493,21.107,148.892,-173.406,80.064,178.857,
4926696.000,6.493,21.107,148.892,-173.406,80.064,178.857,
4926698.000,6.493,21.107,148.892,-173.406,80.064,178.857,
4926708.000,6.493,21.107,148.892,-173.406,80.064,178.857,
4926712.000,6.493,21.107,148.892,-173.406,80.064,178.857,
4926716.000,6.493,21.107,148.892,-173.406,80.064,178.857,
4926720.000,6.493,21.107,148.892,-173.406,80.064,178.857,
4926724.000,6.493,21.107,148.890,-173.407,80.063,178.857,
4926728.000,6.493,21.107,148.890,-173.407,80.063,178.857,
4926729.000,6.493,21.107,148.890,-173.407,80.063,178.857,
4926740.000,6.492,21.108,148.887,-173.407,80.061,178.857,
4926744.000,6.492,21.108,148.887,-173.407,80.061,178.857,
4926748.000,6.492,21.108,148.887,-173.407,80.061,178.857,
4926752.000,6.492,21.108,148.887,-173.407,80.061,178.857,
4926756.000,6.491,21.110,148.883,-173.408,80.058,178.857,
4926760.000,6.491,21.110,148.883,-173.408,80.058,178.857,
4926761.000,6.491,21.110,148.883,-173.408,80.058,178.857,
4926772.000,6.490,21.112,148.877,-173.410,80.054,178.856,
4926775.000,6.490,21.112,148.877,-173.410,80.054,178.856,
4926777.000,6.490,21.112,148.877,-173.410,80.054,178.856,
4926780.000,6.490,21.112,148.877,-173.410,80.054,178.856,
4926782.000,6.490,21.112,148.877,-173.410,80.054,178.856,
4926784.000,6.490,21.112,148.877,-173.410,80.054,178.856,
4926785.000,6.490,21.112,148.877,-173.410,80.054,178.856,
4926803.000,6.486,21.118,148.859,-173.413,80.042,178.856,
4926805.000,6.486,21.118,148.859,-173.413,80.042,178.856,
4926807.000,6.486,21.118,148.859,-173.413,80.042,178.856,
4926809.000,6.486,21.118,148.859,-173.413,80.042,178.856,
4926810.000,6.486,21.118,148.859,-173.413,80.042,178.856,
4926814.000,6.486,21.118,148.859,-173.413,80.042,178.856,
4926817.000,6.483,21.124,148.843,-173.417,80.032,178.855,
4926819.000,6.483,21.124,148.843,-173.417,80.032,178.855,
4926821.000,6.483,21.124,148.843,-173.417,80.032,178.855,
4926824.000,6.483,21.124,148.843,-173.417,80.032,178.855,
4926826.000,6.483,21.124,148.843,-173.417,80.032,178.855,
4926829.000,6.483,21.124,148.843,-173.417,80.032,178.855,
4926831.000,6.483,21.124,148.843,-173.417,80.032,178.855,
4926833.000,6.478,21.132,148.821,-173.421,80.018,178.854,
4926835.000,6.478,21.132,148.821,-173.421,80.018,178.854,
4926837.000,6.478,21.132,148.821,-173.421,80.018,178.854,
4926840.000,6.478,21.132,148.821,-173.421,80.018,178.854,
4926842.000,6.478,21.132,148.821,-173.421,80.018,178.854,
4926844.000,6.478,21.132,148.821,-173.421,80.018,178.854,
4926846.000,6.478,21.132,148.821,-173.421,80.018,178.854,
4926850.000,6.471,21.142,148.791,-173.427,79.998,178.853,
4926852.000,6.471,21.142,148.791,-173.427,79.998,178.853,
4926855.000,6.471,21.142,148.791,-173.427,79.998,178.853,
4926857.000,6.471,21.142,148.791,-173.427,79.998,178.853,
4926859.000,6.471,21.142,148.791,-173.427,79.998,178.853,
4926861.000,6.471,21.142,148.791,-173.427,79.998,178.853,
4926862.000,6.471,21.142,148.791,-173.427,79.998,178.853,
4926880.000,6.451,21.175,148.697,-173.446,79.938,178.850,
4926882.000,6.451,21.175,148.697,-173.446,79.938,178.850,
4926884.000,6.451,21.175,148.697,-173.446,79.938,178.850,
4926887.000,6.451,21.175,148.697,-173.446,79.938,178.850,
4926890.000,6.451,21.175,148.697,-173.446,79.938,178.850,
4926893.000,6.451,21.175,148.697,-173.446,79.938,178.850,
4926894.000,6.451,21.175,148.697,-173.446,79.938,178.850,
4926913.000,6.411,21.242,148.510,-173.484,79.817,178.843,
4926915.000,6.411,21.242,148.510,-173.484,79.817,178.843,
4926918.000,6.411,21.242,148.510,-173.484,79.817,178.843,
4926920.000,6.411,21.242,148.510,-173.484,79.817,178.843,
4926923.000,6.411,21.242,148.510,-173.484,79.817,178.843,
4926926.000,6.382,21.292,148.371,-173.512,79.728,178.838,
4926942.000,6.341,21.363,148.171,-173.552,79.599,178.831,
4926945.000,6.341,21.363,148.171,-173.552,79.599,178.831,
4926947.000,6.341,21.363,148.171,-173.552,79.599,178.831,
4926950.000,6.341,21.363,148.171,-173.552,79.599,178.831,
4926953.000,6.341,21.363,148.171,-173.552,79.599,178.831,
4926955.000,6.341,21.363,148.171,-173.552,79.599,178.831,
4926958.000,6.286,21.461,147.901,-173.604,79.427,178.821,
4926974.000,6.214,21.592,147.541,-173.673,79.198,178.809,
4926978.000,6.214,21.592,147.541,-173.673,79.198,178.809,
4926981.000,6.214,21.592,147.541,-173.673,79.198,178.809,
4926984.000,6.214,21.592,147.541,-173.673,79.198,178.809,
4926988.000,6.214,21.592,147.541,-173.673,79.198,178.809,
4926990.000,6.129,21.753,147.102,-173.753,78.920,178.795,
4926991.000,6.129,21.753,147.102,-173.753,78.920,178.795,
4927006.000,6.016,21.976,146.504,-173.860,78.544,178.776,
4927008.000,6.016,21.976,146.504,-173.860,78.544,178.776,
4927011.000,6.016,21.976,146.504,-173.860,78.544,178.776,
4927013.000,6.016,21.976,146.504,-173.860,78.544,178.776,
4927016.000,6.016,21.976,146.504,-173.860,78.544,178.776,
4927018.000,6.016,21.976,146.504,-173.860,78.544,178.776,
4927019.000,6.016,21.976,146.504,-173.860,78.544,178.776,
4927022.000,5.881,22.261,145.751,-173.988,78.076,178.753,
4927025.000,5.881,22.261,145.751,-173.988,78.076,178.753,
4927027.000,5.881,22.261,145.751,-173.988,78.076,178.753,
4927029.000,5.881,22.261,145.751,-173.988,78.076,178.753,
4927032.000,5.881,22.261,145.751,-173.988,78.076,178.753,
4927034.000,5.881,22.261,145.751,-173.988,78.076,178.753,
4927036.000,5.881,22.261,145.751,-173.988,78.076,178.753,
4927055.000,5.547,23.050,143.723,-174.302,76.837,178.698,
4927058.000,5.547,23.050,143.723,-174.302,76.837,178.698,
4927061.000,5.547,23.050,143.723,-174.302,76.837,178.698,
4927064.000,5.547,23.050,143.723,-174.302,76.837,178.698,
4927067.000,5.547,23.050,143.723,-174.302,76.837,178.698,
4927068.000,5.368,23.530,142.526,-174.469,76.118,178.669,
4927083.000,5.182,24.079,141.180,-174.642,75.321,178.638,
4927084.000,5.182,24.079,141.180,-174.642,75.321,178.638,
4927085.000,5.182,24.079,141.180,-174.642,75.321,178.638,
4927087.000,5.182,24.079,141.180,-174.642,75.321,178.638,
4927088.000,5.182,24.079,141.180,-174.642,75.321,178.638,
4927089.000,5.182,24.079,141.180,-174.642,75.321,178.638,
4927090.000,5.182,24.079,141.180,-174.642,75.321,178.638,
4927100.000,4.979,24.740,139.593,-174.829,74.395,178.605,
4927103.000,4.979,24.740,139.593,-174.829,74.395,178.605,
4927105.000,4.979,24.740,139.593,-174.829,74.395,178.605,
4927108.000,4.979,24.740,139.593,-174.829,74.395,178.605,
4927111.000,4.979,24.740,139.593,-174.829,74.395,178.605,
4927113.000,4.979,24.740,139.593,-174.829,74.395,178.605,
4927114.000,4.979,24.740,139.593,-174.829,74.395,178.605,
4927133.000,4.580,26.266,136.034,-175.192,72.358,178.539,
4927136.000,4.580,26.266,136.034,-175.192,72.358,178.539,
4927138.000,4.580,26.266,136.034,-175.192,72.358,178.539,
4927140.000,4.580,26.266,136.034,-175.192,72.358,178.539,
4927142.000,4.580,26.266,136.034,-175.192,72.358,178.539,
4927144.000,4.580,26.266,136.034,-175.192,72.358,178.539,
4927162.000,4.223,27.957,132.213,-175.511,70.226,178.478,
4927164.000,4.223,27.957,132.213,-175.511,70.226,178.478,
4927166.000,4.223,27.957,132.213,-175.511,70.226,178.478,
4927169.000,4.223,27.957,132.213,-175.511,70.226,178.478,
4927171.000,4.223,27.957,132.213,-175.511,70.226,178.478,
4927174.000,4.223,27.957,132.213,-175.511,70.226,178.478,
4927176.000,4.223,27.957,132.213,-175.511,70.226,178.478,
4927178.000,4.054,28.895,130.135,-175.659,69.086,178.448,
4927180.000,4.054,28.895,130.135,-175.659,69.086,178.448,
4927182.000,4.054,28.895,130.135,-175.659,69.086,178.448,
4927185.000,4.054,28.895,130.135,-175.659,69.086,178.448,
4927186.000,4.054,28.895,130.135,-175.659,69.086,178.448,
4927189.000,4.054,28.895,130.135,-175.659,69.086,178.448,
4927190.000,4.054,28.895,130.135,-175.659,69.086,178.448,
4927194.000,3.904,29.809,128.135,-175.788,67.999,178.419,
4927196.000,3.904,29.809,128.135,-175.788,67.999,178.419,
4927198.000,3.904,29.809,128.135,-175.788,67.999,178.419,
4927200.000,3.904,29.809,128.135,-175.788,67.999,178.419,
4927202.000,3.904,29.809,128.135,-175.788,67.999,178.419,
4927204.000,3.904,29.809,128.135,-175.788,67.999,178.419,
4927207.000,3.904,29.809,128.135,-175.788,67.999,178.419,
4927210.000,3.754,30.817,125.954,-175.914,66.824,178.390,
4927213.000,3.754,30.817,125.954,-175.914,66.824,178.390,
4927215.000,3.754,30.817,125.954,-175.914,66.824,178.390,
4927217.000,3.754,30.817,125.954,-175.914,66.824,178.390,
4927220.000,3.754,30.817,125.954,-175.914,66.824,178.390,
4927222.000,3.754,30.817,125.954,-175.914,66.824,178.390,
4927223.000,3.754,30.817,125.954,-175.914,66.824,178.390,
4927242.000,3.492,32.853,121.605,-176.130,64.509,178.332,
4927244.000,3.492,32.853,121.605,-176.130,64.509,178.332,
4927246.000,3.492,32.853,121.605,-176.130,64.509,178.332,
4927249.000,3.492,32.853,121.605,-176.130,64.509,178.332,
4927251.000,3.492,32.853,121.605,-176.130,64.509,178.332,
4927254.000,3.492,32.853,121.605,-176.130,64.509,178.332,
4927270.000,3.268,34.919,117.258,-176.304,62.227,178.276,
4927272.000,3.268,34.919,117.258,-176.304,62.227,178.276,
4927274.000,3.268,34.919,117.258,-176.304,62.227,178.276,
4927276.000,3.268,34.919,117.258,-176.304,62.227,178.276,
4927279.000,3.268,34.919,117.258,-176.304,62.227,178.276,
4927281.000,3.268,34.919,117.258,-176.304,62.227,178.276,
4927283.000,3.268,34.919,117.258,-176.304,62.227,178.276,
4927301.000,3.065,37.148,112.628,-176.453,59.824,178.215,
4927304.000,3.065,37.148,112.628,-176.453,59.824,178.215,
4927306.000,3.065,37.148,112.628,-176.453,59.824,178.215,
4927308.000,3.065,37.148,112.628,-176.453,59.824,178.215,
4927310.000,3.065,37.148,112.628,-176.453,59.824,178.215,
4927313.000,3.065,37.148,112.628,-176.453,59.824,178.215,
4927316.000,2.975,38.260,110.335,-176.515,58.643,178.185,
