J1,J2,J3,J4,J5,J6,empty
4928646.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928647.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928648.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928649.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928651.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928653.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928655.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928659.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928660.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928662.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928664.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928666.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928669.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928672.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928673.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928675.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928677.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928679.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928681.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928683.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928685.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928686.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928688.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928690.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928692.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928695.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928699.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928702.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928705.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928709.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928712.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928715.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928717.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928720.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928724.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928727.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928730.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928731.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928733.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928735.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928737.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928739.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928742.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928744.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928745.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928749.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928753.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928755.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928757.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928758.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928760.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928765.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928768.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928771.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928772.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928773.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928775.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928780.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928783.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928785.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928786.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928787.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928790.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928793.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928797.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928798.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928799.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928802.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928805.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928809.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928812.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928816.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928817.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928819.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928823.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928825.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928828.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928831.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928836.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928840.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928843.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928846.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928849.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928850.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928853.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928855.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928858.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928862.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928865.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928867.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928870.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928873.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928876.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928878.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928879.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928880.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928883.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928887.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928888.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928889.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928891.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928894.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928897.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928901.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928902.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928903.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928905.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928908.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928911.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928914.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928917.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928918.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928919.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928922.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928925.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928928.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928932.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928933.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928936.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928939.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928942.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928946.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928948.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928953.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928956.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928958.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928960.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928963.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928965.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928966.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928970.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928972.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928974.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928977.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928978.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928980.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928982.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928984.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928986.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928988.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928989.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928990.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928993.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928995.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928997.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4928999.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4929000.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4929001.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4929003.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4929005.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4929007.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4929009.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4929012.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4929013.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4929014.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4929016.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4929019.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4929022.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4929025.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4929028.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4929030.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4929031.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4929035.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4929037.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4929039.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4929040.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4929041.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4929042.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4929045.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4929048.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4929051.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4929054.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4929055.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4929056.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4929057.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4929062.000,1.691,94.514,0.395,-160.960,5.192,161.033,
4929065.000,1.691,94.465,0.488,-161.117,5.233,161.190,
4929068.000,1.691,94.421,0.571,-161.254,5.270,161.327,
4929071.000,1.691,94.380,0.648,-161.379,5.305,161.453,
4929072.000,1.691,94.380,0.648,-161.379,5.305,161.453,
4929076.000,1.691,94.317,0.767,-161.571,5.358,161.646,
4929079.000,1.691,94.280,0.837,-161.680,5.389,161.755,
4929083.000,1.691,94.233,0.927,-161.820,5.429,161.896,
4929085.000,1.691,94.209,0.971,-161.889,5.449,161.965,
4929086.000,1.691,94.197,0.994,-161.923,5.459,161.999,
4929088.000,1.691,94.197,0.994,-161.923,5.459,161.999,
4929091.000,1.691,94.139,1.105,-162.091,5.509,162.168,
4929094.000,1.691,94.103,1.171,-162.190,5.539,162.268,
4929096.000,1.691,94.080,1.216,-162.256,5.559,162.335,
4929098.000,1.691,94.056,1.261,-162.322,5.579,162.401,
4929099.000,1.691,94.044,1.284,-162.355,5.589,162.434,
4929100.000,1.691,94.044,1.284,-162.355,5.589,162.434,
4929103.000,1.691,93.996,1.375,-162.487,5.630,162.567,
4929107.000,1.691,93.947,1.468,-162.619,5.672,162.700,
4929110.000,1.691,93.909,1.538,-162.719,5.704,162.800,
4929112.000,1.691,93.884,1.586,-162.786,5.725,162.867,
4929113.000,1.691,93.871,1.610,-162.819,5.736,162.900,
4929114.000,1.691,93.871,1.610,-162.819,5.736,162.900,
4929118.000,1.691,93.806,1.733,-162.988,5.792,163.070,
4929119.000,1.691,93.793,1.759,-163.022,5.803,163.104,
4929122.000,1.691,93.752,1.835,-163.124,5.837,163.207,
4929124.000,1.691,93.725,1.887,-163.193,5.861,163.276,
4929125.000,1.691,93.711,1.913,-163.228,5.873,163.311,
4929126.000,1.691,93.697,1.939,-163.263,5.884,163.346,
4929127.000,1.691,93.697,1.939,-163.263,5.884,163.346,
4929131.000,1.692,93.626,2.074,-163.438,5.945,163.522,
4929133.000,1.692,93.597,2.129,-163.509,5.970,163.594,
4929136.000,1.692,93.552,2.214,-163.617,6.009,163.702,
4929139.000,1.692,93.506,2.301,-163.725,6.048,163.811,
4929141.000,1.692,93.475,2.360,-163.798,6.075,163.885,
4929142.000,1.692,93.475,2.360,-163.798,6.075,163.885,
4929144.000,1.692,93.427,2.451,-163.909,6.116,163.996,
4929148.000,1.692,93.361,2.575,-164.059,6.172,164.147,
4929150.000,1.692,93.327,2.639,-164.135,6.201,164.223,
4929153.000,1.692,93.276,2.737,-164.250,6.246,164.339,
4929154.000,1.692,93.258,2.770,-164.289,6.261,164.378,
4929155.000,1.692,93.240,2.803,-164.328,6.276,164.417,
4929157.000,1.692,93.204,2.871,-164.406,6.307,164.496,
4929162.000,1.692,93.112,3.047,-164.604,6.386,164.695,
4929165.000,1.692,93.054,3.156,-164.725,6.436,164.816,
4929168.000,1.692,92.995,3.268,-164.847,6.487,164.939,
4929169.000,1.692,92.995,3.268,-164.847,6.487,164.939,
4929170.000,1.692,92.975,3.306,-164.888,6.504,164.981,
4929171.000,1.692,92.934,3.384,-164.971,6.540,165.064,
4929176.000,1.692,92.828,3.583,-165.180,6.631,165.275,
4929178.000,1.692,92.785,3.666,-165.265,6.668,165.360,
4929180.000,1.692,92.740,3.750,-165.350,6.707,165.446,
4929181.000,1.692,92.740,3.750,-165.350,6.707,165.446,
4929184.000,1.692,92.649,3.923,-165.524,6.786,165.621,
4929186.000,1.692,92.602,4.012,-165.611,6.827,165.709,
4929188.000,1.692,92.554,4.103,-165.699,6.868,165.798,
4929191.000,1.692,92.480,4.243,-165.833,6.932,165.932,
4929192.000,1.692,92.455,4.291,-165.877,6.954,165.977,
4929193.000,1.692,92.455,4.291,-165.877,6.954,165.977,
4929195.000,1.693,92.378,4.436,-166.012,7.021,166.113,
4929197.000,1.693,92.326,4.535,-166.103,7.066,166.205,
4929200.000,1.693,92.245,4.687,-166.241,7.136,166.343,
4929204.000,1.693,92.134,4.898,-166.426,7.233,166.530,
4929205.000,1.693,92.106,4.952,-166.473,7.257,166.577,
4929206.000,1.693,92.077,5.006,-166.519,7.282,166.624,
4929207.000,1.693,92.048,5.061,-166.566,7.308,166.672,
4929209.000,1.693,91.959,5.229,-166.708,7.385,166.814,
4929212.000,1.693,91.899,5.344,-166.803,7.438,166.910,
4929216.000,1.693,91.774,5.581,-166.994,7.547,167.103,
4929220.000,1.693,91.644,5.827,-167.188,7.660,167.298,
4929221.000,1.693,91.611,5.890,-167.236,7.689,167.347,
4929222.000,1.693,91.611,5.890,-167.236,7.689,167.347,
4929224.000,1.694,91.509,6.083,-167.383,7.778,167.495,
4929227.000,1.694,91.404,6.282,-167.530,7.870,167.644,
4929229.000,1.694,91.333,6.418,-167.629,7.933,167.743,
4929233.000,1.694,91.185,6.697,-167.827,8.062,167.944,
4929234.000,1.694,91.185,6.697,-167.827,8.062,167.944,
4929235.000,1.694,91.148,6.769,-167.877,8.095,167.994,
4929237.000,1.694,91.032,6.988,-168.027,8.197,168.146,
4929239.000,1.695,90.953,7.138,-168.127,8.266,168.247,
4929242.000,1.695,90.832,7.368,-168.278,8.373,168.399,
4929247.000,1.695,90.622,7.767,-168.530,8.558,168.654,
4929248.000,1.695,90.622,7.767,-168.530,8.558,168.654,
4929250.000,1.695,90.491,8.016,-168.682,8.673,168.808,
4929252.000,1.696,90.401,8.186,-168.783,8.752,168.911,
4929255.000,1.696,90.264,8.447,-168.936,8.873,169.065,
4929258.000,1.696,90.122,8.716,-169.088,8.998,169.219,
4929260.000,1.696,90.025,8.899,-169.190,9.084,169.322,
4929263.000,1.697,89.877,9.181,-169.342,9.215,169.476,
4929264.000,1.697,89.827,9.277,-169.393,9.260,169.528,
4929266.000,1.697,89.724,9.471,-169.494,9.350,169.631,
4929268.000,1.697,89.620,9.669,-169.595,9.442,169.733,
4929271.000,1.698,89.460,9.973,-169.747,9.584,169.887,
4929273.000,1.698,89.351,10.181,-169.848,9.681,169.990,
4929275.000,1.698,89.240,10.392,-169.949,9.780,170.092,
4929280.000,1.699,88.953,10.938,-170.200,10.035,170.347,
4929282.000,1.699,88.834,11.164,-170.300,10.140,170.449,
4929284.000,1.700,88.714,11.393,-170.400,10.248,170.550,
4929286.000,1.700,88.591,11.627,-170.499,10.357,170.651,
4929289.000,1.701,88.402,11.986,-170.648,10.525,170.802,
4929292.000,1.701,88.209,12.355,-170.795,10.698,170.952,
4929295.000,1.702,88.010,12.733,-170.941,10.876,171.102,
4929297.000,1.702,87.874,12.991,-171.038,10.997,171.200,
4929300.000,1.703,87.667,13.386,-171.183,11.183,171.348,
4929302.000,1.703,87.525,13.656,-171.279,11.309,171.446,
4929305.000,1.704,87.309,14.069,-171.421,11.503,171.591,
4929307.000,1.705,87.161,14.350,-171.515,11.635,171.687,
4929309.000,1.705,87.011,14.635,-171.609,11.770,171.783,
4929312.000,1.706,86.782,15.073,-171.748,11.976,171.925,
4929315.000,1.707,86.547,15.522,-171.886,12.187,172.066,
4929317.000,1.708,86.387,15.827,-171.977,12.331,172.159,
4929320.000,1.709,86.142,16.293,-172.111,12.551,172.298,
4929322.000,1.709,85.976,16.611,-172.200,12.701,172.389,
4929323.000,1.710,85.892,16.771,-172.244,12.776,172.434,
4929324.000,1.710,85.807,16.933,-172.288,12.853,172.479,
4929327.000,1.711,85.549,17.426,-172.419,13.086,172.614,
4929329.000,1.712,85.373,17.761,-172.505,13.244,172.702,
4929331.000,1.713,85.196,18.100,-172.590,13.404,172.790,
4929333.000,1.714,85.015,18.445,-172.674,13.567,172.877,
4929336.000,1.715,84.740,18.972,-172.799,13.816,173.005,
4929337.000,1.715,84.646,19.149,-172.840,13.901,173.048,
4929338.000,1.716,84.553,19.329,-172.881,13.986,173.090,
4929341.000,1.717,84.268,19.874,-173.002,14.244,173.216,
4929344.000,1.719,83.977,20.430,-173.122,14.507,173.339,
4929346.000,1.720,83.780,20.807,-173.200,14.686,173.420,
4929348.000,1.721,83.580,21.189,-173.277,14.867,173.500,
4929350.000,1.722,83.378,21.575,-173.353,15.051,173.579,
4929351.000,1.722,83.276,21.770,-173.391,15.143,173.618,
4929352.000,1.723,83.174,21.967,-173.428,15.236,173.657,
4929356.000,1.725,82.757,22.764,-173.576,15.615,173.811,
4929358.000,1.727,82.546,23.170,-173.648,15.808,173.886,
4929360.000,1.728,82.331,23.580,-173.719,16.003,173.960,
4929362.000,1.729,82.115,23.994,-173.789,16.200,174.033,
4929364.000,1.731,81.896,24.414,-173.858,16.400,174.106,
4929365.000,1.731,81.786,24.625,-173.892,16.500,174.141,
4929367.000,1.733,81.564,25.051,-173.959,16.703,174.212,
4929369.000,1.734,81.340,25.481,-174.025,16.908,174.282,
4929372.000,1.736,80.999,26.134,-174.123,17.219,174.384,
4929375.000,1.739,80.654,26.796,-174.218,17.535,174.485,
4929377.000,1.740,80.422,27.243,-174.280,17.748,174.550,
4929378.000,1.741,80.304,27.468,-174.310,17.855,174.583,
4929379.000,1.742,80.187,27.693,-174.341,17.963,174.615,
4929381.000,1.744,79.951,28.147,-174.401,18.179,174.678,
4929384.000,1.747,79.592,28.835,-174.489,18.508,174.772,
4929386.000,1.748,79.352,29.298,-174.546,18.729,174.833,
4929388.000,1.750,79.109,29.765,-174.602,18.952,174.893,
4929391.000,1.753,78.742,30.470,-174.684,19.290,174.981,
4929392.000,1.754,78.619,30.707,-174.711,19.403,175.010,
4929394.000,1.756,78.372,31.183,-174.764,19.630,175.067,
4929396.000,1.758,78.123,31.661,-174.816,19.860,175.123,
4929398.000,1.760,77.873,32.143,-174.867,20.090,175.178,
4929401.000,1.764,77.495,32.870,-174.942,20.438,175.259,
4929403.000,1.766,77.242,33.358,-174.990,20.672,175.311,
4929405.000,1.768,76.987,33.848,-175.038,20.907,175.363,
4929406.000,1.768,76.987,33.848,-175.038,20.907,175.363,
4929409.000,1.773,76.475,34.835,-175.130,21.381,175.464,
4929411.000,1.775,76.218,35.331,-175.175,21.619,175.513,
4929413.000,1.778,75.960,35.829,-175.218,21.858,175.561,
4929415.000,1.780,75.700,36.329,-175.261,22.098,175.608,
4929417.000,1.783,75.441,36.830,-175.303,22.339,175.654,
4929419.000,1.786,75.180,37.333,-175.344,22.580,175.699,
4929420.000,1.786,75.180,37.333,-175.344,22.580,175.699,
4929423.000,1.791,74.658,38.342,-175.423,23.066,175.787,
4929425.000,1.794,74.396,38.848,-175.461,23.309,175.830,
4929427.000,1.797,74.133,39.355,-175.498,23.553,175.872,
4929430.000,1.801,73.739,40.117,-175.553,23.920,175.933,
4929432.000,1.804,73.476,40.626,-175.588,24.165,175.973,
4929433.000,1.804,73.476,40.626,-175.588,24.165,175.973,
4929435.000,1.809,73.081,41.390,-175.639,24.534,176.032,
4929437.000,1.812,72.817,41.900,-175.673,24.779,176.070,
4929440.000,1.816,72.422,42.665,-175.721,25.148,176.125,
4929442.000,1.819,72.158,43.175,-175.753,25.394,176.162,
4929444.000,1.823,71.895,43.685,-175.783,25.641,176.197,
4929445.000,1.823,71.895,43.685,-175.783,25.641,176.197,
4929447.000,1.828,71.500,44.449,-175.828,26.010,176.249,
4929449.000,1.831,71.237,44.959,-175.856,26.256,176.283,
4929451.000,1.834,70.975,45.468,-175.885,26.502,176.316,
4929453.000,1.838,70.712,45.976,-175.912,26.748,176.348,
4929455.000,1.841,70.450,46.484,-175.939,26.994,176.380,
4929456.000,1.843,70.319,46.738,-175.952,27.116,176.396,
4929457.000,1.843,70.319,46.738,-175.952,27.116,176.396,
4929460.000,1.850,69.797,47.751,-176.003,27.607,176.457,
4929462.000,1.854,69.537,48.257,-176.027,27.851,176.486,
4929464.000,1.856,69.407,48.509,-176.039,27.973,176.501,
4929465.000,1.860,69.147,49.013,-176.063,28.217,176.530,
4929466.000,1.861,69.018,49.265,-176.075,28.339,176.544,
4929468.000,1.861,69.018,49.265,-176.075,28.339,176.544,
4929471.000,1.871,68.373,50.519,-176.131,28.947,176.613,
4929473.000,1.875,68.116,51.018,-176.152,29.189,176.639,
4929475.000,1.879,67.859,51.517,-176.173,29.431,176.665,
4929477.000,1.883,67.604,52.014,-176.193,29.672,176.691,
4929478.000,1.883,67.604,52.014,-176.193,29.672,176.691,
4929479.000,1.885,67.476,52.262,-176.203,29.793,176.704,
4929481.000,1.891,67.095,53.003,-176.232,30.153,176.741,
4929483.000,1.895,66.842,53.496,-176.251,30.392,176.765,
4929486.000,1.901,66.464,54.233,-176.278,30.750,176.800,
4929487.000,1.903,66.338,54.477,-176.287,30.869,176.812,
4929489.000,1.908,66.088,54.966,-176.304,31.106,176.835,
4929490.000,1.910,65.963,55.209,-176.313,31.225,176.846,
4929493.000,1.916,65.589,55.937,-176.338,31.579,176.879,
4929495.000,1.920,65.341,56.421,-176.354,31.814,176.900,
4929497.000,1.925,65.094,56.903,-176.369,32.049,176.922,
4929499.000,1.929,64.848,57.383,-176.385,32.283,176.942,
4929500.000,1.932,64.725,57.622,-176.392,32.399,176.953,
4929501.000,1.932,64.725,57.622,-176.392,32.399,176.953,
4929502.000,1.936,64.481,58.100,-176.407,32.632,176.973,
4929506.000,1.945,63.994,59.050,-176.435,33.095,177.012,
4929508.000,1.950,63.752,59.522,-176.448,33.325,177.031,
4929510.000,1.954,63.512,59.992,-176.461,33.555,177.050,
4929512.000,1.959,63.272,60.461,-176.474,33.783,177.068,
4929513.000,1.961,63.152,60.695,-176.480,33.897,177.077,
4929516.000,1.968,62.795,61.393,-176.499,34.238,177.104,
4929518.000,1.973,62.558,61.856,-176.510,34.465,177.122,
4929520.000,1.978,62.322,62.318,-176.522,34.690,177.139,
4929522.000,1.983,62.087,62.778,-176.533,34.915,177.156,
4929524.000,1.988,61.853,63.236,-176.544,35.139,177.172,
4929527.000,1.995,61.504,63.919,-176.559,35.473,177.197,
4929528.000,1.998,61.389,64.146,-176.564,35.584,177.205,
4929530.000,2.003,61.158,64.598,-176.574,35.805,177.220,
4929532.000,2.008,60.928,65.049,-176.584,36.026,177.236,
4929534.000,2.013,60.699,65.498,-176.593,36.245,177.251,
4929537.000,2.020,60.357,66.168,-176.607,36.573,177.274,
4929539.000,2.026,60.131,66.612,-176.615,36.791,177.288,
4929541.000,2.031,59.905,67.054,-176.624,37.008,177.303,
4929542.000,2.033,59.793,67.275,-176.628,37.116,177.310,
4929545.000,2.039,59.569,67.715,-176.636,37.332,177.324,
4929547.000,2.047,59.234,68.371,-176.647,37.654,177.344,
4929549.000,2.052,59.013,68.807,-176.655,37.867,177.358,
4929552.000,2.060,58.682,69.457,-176.665,38.186,177.378,
4929554.000,2.066,58.463,69.888,-176.672,38.398,177.391,
4929555.000,2.066,58.463,69.888,-176.672,38.398,177.391,
4929557.000,2.074,58.136,70.531,-176.682,38.714,177.410,
4929559.000,2.079,57.919,70.958,-176.688,38.924,177.422,
4929561.000,2.085,57.703,71.383,-176.694,39.133,177.435,
4929563.000,2.090,57.488,71.806,-176.700,39.341,177.447,
4929565.000,2.096,57.273,72.228,-176.706,39.548,177.459,
4929567.000,2.102,57.060,72.648,-176.711,39.755,177.470,
4929568.000,2.102,57.060,72.648,-176.711,39.755,177.470,
4929570.000,2.110,56.742,73.275,-176.719,40.064,177.488,
4929572.000,2.116,56.531,73.691,-176.724,40.268,177.499,
4929575.000,2.125,56.216,74.311,-176.731,40.574,177.516,
4929577.000,2.131,56.007,74.723,-176.735,40.777,177.527,
4929579.000,2.137,55.799,75.134,-176.740,40.979,177.537,
4929580.000,2.140,55.696,75.338,-176.742,41.080,177.543,
4929581.000,2.142,55.592,75.542,-176.744,41.181,177.548,
4929584.000,2.151,55.283,76.152,-176.750,41.482,177.564,
4929587.000,2.161,54.976,76.759,-176.755,41.781,177.579,
4929589.000,2.164,54.874,76.961,-176.757,41.881,177.584,
4929592.000,2.176,54.468,77.763,-176.763,42.277,177.604,
4929595.000,2.182,54.267,78.161,-176.766,42.474,177.614,
4929596.000,2.182,54.267,78.161,-176.766,42.474,177.614,
4929598.000,2.194,53.866,78.955,-176.772,42.866,177.633,
4929601.000,2.204,53.567,79.546,-176.776,43.158,177.647,
4929603.000,2.210,53.369,79.938,-176.778,43.352,177.656,
4929606.000,2.220,53.073,80.524,-176.781,43.642,177.670,
4929610.000,2.233,52.681,81.300,-176.785,44.027,177.687,
4929611.000,2.233,52.681,81.300,-176.785,44.027,177.687,
4929613.000,2.243,52.390,81.878,-176.788,44.314,177.700,
4929615.000,2.249,52.196,82.262,-176.789,44.504,177.709,
4929617.000,2.256,52.003,82.645,-176.790,44.694,177.717,
4929620.000,2.266,51.715,83.217,-176.792,44.977,177.729,
