X,Y,Z,rX,rY,rZ,empty
3872525.000,385.483,110.014,312.008,-167.409,18.292,18.292,
3872527.000,385.483,110.014,312.008,-167.409,18.292,18.292,
3872530.000,385.483,110.014,312.008,-167.409,18.292,18.292,
3872531.000,385.483,110.014,312.008,-167.409,18.292,18.292,
3872535.000,381.141,102.902,304.287,-167.764,17.201,17.201,
3872537.000,381.141,102.902,304.287,-167.764,17.201,17.201,
3872539.000,381.141,102.902,304.287,-167.764,17.201,17.201,
3872541.000,381.141,102.902,304.287,-167.764,17.201,17.201,
3872543.000,381.141,102.902,304.287,-167.764,17.201,17.201,
3872545.000,381.141,102.902,304.287,-167.764,17.201,17.201,
3872550.000,376.792,95.779,296.554,-168.154,16.119,16.119,
3872552.000,376.792,95.779,296.554,-168.154,16.119,16.119,
3872554.000,376.792,95.779,296.554,-168.154,16.119,16.119,
3872556.000,376.792,95.779,296.554,-168.154,16.119,16.119,
3872558.000,376.792,95.779,296.554,-168.154,16.119,16.119,
3872561.000,376.792,95.779,296.554,-168.154,16.119,16.119,
3872563.000,376.792,95.779,296.554,-168.154,16.119,16.119,
3872566.000,372.439,88.649,288.813,-168.578,15.049,15.049,
3872568.000,372.439,88.649,288.813,-168.578,15.049,15.049,
3872570.000,372.439,88.649,288.813,-168.578,15.049,15.049,
3872572.000,372.439,88.649,288.813,-168.578,15.049,15.049,
3872574.000,372.439,88.649,288.813,-168.578,15.049,15.049,
3872576.000,372.439,88.649,288.813,-168.578,15.049,15.049,
3872578.000,372.439,88.649,288.813,-168.578,15.049,15.049,
3872582.000,368.355,81.960,281.551,-169.005,14.057,14.057,
3872584.000,368.355,81.960,281.551,-169.005,14.057,14.057,
3872587.000,368.355,81.960,281.551,-169.005,14.057,14.057,
3872589.000,368.355,81.960,281.551,-169.005,14.057,14.057,
3872592.000,368.355,81.960,281.551,-169.005,14.057,14.057,
3872594.000,368.355,81.960,281.551,-169.005,14.057,14.057,
3872597.000,363.999,74.825,273.804,-169.491,13.013,13.013,
3872614.000,359.645,67.694,266.063,-170.009,11.985,11.985,
3872616.000,359.645,67.694,266.063,-170.009,11.985,11.985,
3872619.000,359.645,67.694,266.063,-170.009,11.985,11.985,
3872621.000,359.645,67.694,266.063,-170.009,11.985,11.985,
3872623.000,359.645,67.694,266.063,-170.009,11.985,11.985,
3872626.000,359.645,67.694,266.063,-170.009,11.985,11.985,
3872628.000,355.568,61.015,258.812,-170.521,11.037,11.037,
3872645.000,351.496,54.346,251.571,-171.060,10.105,10.105,
3872647.000,351.496,54.346,251.571,-171.060,10.105,10.105,
3872649.000,351.496,54.346,251.571,-171.060,10.105,10.105,
3872652.000,351.496,54.346,251.571,-171.060,10.105,10.105,
3872654.000,351.496,54.346,251.571,-171.060,10.105,10.105,
3872656.000,351.496,54.346,251.571,-171.060,10.105,10.105,
3872673.000,343.382,41.057,237.144,-172.211,8.298,8.298,
3872675.000,343.382,41.057,237.144,-172.211,8.298,8.298,
3872678.000,343.382,41.057,237.144,-172.211,8.298,8.298,
3872680.000,343.382,41.057,237.144,-172.211,8.298,8.298,
3872682.000,343.382,41.057,237.144,-172.211,8.298,8.298,
3872684.000,343.382,41.057,237.144,-172.211,8.298,8.298,
3872686.000,343.382,41.057,237.144,-172.211,8.298,8.298,
3872689.000,339.084,34.017,229.501,-172.862,7.369,7.369,
3872691.000,339.084,34.017,229.501,-172.862,7.369,7.369,
3872693.000,339.084,34.017,229.501,-172.862,7.369,7.369,
3872695.000,339.084,34.017,229.501,-172.862,7.369,7.369,
3872697.000,339.084,34.017,229.501,-172.862,7.369,7.369,
3872699.000,339.084,34.017,229.501,-172.862,7.369,7.369,
3872701.000,339.084,34.017,229.501,-172.862,7.369,7.369,
3872705.000,335.086,27.468,222.391,-173.493,6.524,6.524,
3872707.000,335.086,27.468,222.391,-173.493,6.524,6.524,
3872710.000,335.086,27.468,222.391,-173.493,6.524,6.524,
3872712.000,335.086,27.468,222.391,-173.493,6.524,6.524,
3872714.000,335.086,27.468,222.391,-173.493,6.524,6.524,
3872717.000,335.086,27.468,222.391,-173.493,6.524,6.524,
3872718.000,335.086,27.468,222.391,-173.493,6.524,6.524,
3872734.000,327.250,14.633,208.456,-174.797,4.922,4.922,
3872735.000,327.250,14.633,208.456,-174.797,4.922,4.922,
3872736.000,327.250,14.633,208.456,-174.797,4.922,4.922,
3872737.000,327.250,14.633,208.456,-174.797,4.922,4.922,
3872738.000,327.250,14.633,208.456,-174.797,4.922,4.922,
3872739.000,327.250,14.633,208.456,-174.797,4.922,4.922,
3872740.000,327.250,14.633,208.456,-174.797,4.922,4.922,
3872751.000,323.216,8.026,201.283,-175.503,4.127,4.127,
3872754.000,323.216,8.026,201.283,-175.503,4.127,4.127,
3872756.000,323.216,8.026,201.283,-175.503,4.127,4.127,
3872758.000,323.216,8.026,201.283,-175.503,4.127,4.127,
3872761.000,323.216,8.026,201.283,-175.503,4.127,4.127,
3872764.000,323.216,8.026,201.283,-175.503,4.127,4.127,
3872781.000,315.928,-3.910,188.324,-176.837,2.747,2.747,
3872783.000,315.928,-3.910,188.324,-176.837,2.747,2.747,
3872786.000,315.928,-3.910,188.324,-176.837,2.747,2.747,
3872788.000,315.928,-3.910,188.324,-176.837,2.747,2.747,
3872790.000,315.928,-3.910,188.324,-176.837,2.747,2.747,
3872793.000,315.928,-3.910,188.324,-176.837,2.747,2.747,
3872795.000,315.928,-3.910,188.324,-176.837,2.747,2.747,
3872813.000,309.620,-14.242,177.107,-178.050,1.613,1.613,
3872815.000,309.620,-14.242,177.107,-178.050,1.613,1.613,
3872817.000,309.620,-14.242,177.107,-178.050,1.613,1.613,
3872819.000,309.620,-14.242,177.107,-178.050,1.613,1.613,
3872822.000,309.620,-14.242,177.107,-178.050,1.613,1.613,
3872824.000,309.620,-14.242,177.107,-178.050,1.613,1.613,
3872826.000,309.620,-14.242,177.107,-178.050,1.613,1.613,
3872844.000,305.318,-21.288,169.457,-178.907,0.874,0.874,
3872846.000,305.318,-21.288,169.457,-178.907,0.874,0.874,
3872848.000,305.318,-21.288,169.457,-178.907,0.874,0.874,
3872851.000,305.318,-21.288,169.457,-178.907,0.874,0.874,
3872853.000,305.318,-21.288,169.457,-178.907,0.874,0.874,
3872856.000,305.318,-21.288,169.457,-178.907,0.874,0.874,
3872857.000,305.318,-21.288,169.457,-178.907,0.874,0.874,
3872874.000,302.650,-25.658,164.713,-179.451,0.430,0.430,
3872876.000,302.650,-25.658,164.713,-179.451,0.430,0.430,
3872879.000,302.650,-25.658,164.713,-179.451,0.430,0.430,
3872881.000,302.650,-25.658,164.713,-179.451,0.430,0.430,
3872883.000,302.650,-25.658,164.713,-179.451,0.430,0.430,
3872885.000,302.650,-25.658,164.713,-179.451,0.430,0.430,
3872887.000,302.650,-25.658,164.713,-179.451,0.430,0.430,
3872906.000,301.195,-28.041,162.125,-179.751,0.192,0.192,
3872908.000,301.195,-28.041,162.125,-179.751,0.192,0.192,
3872910.000,301.195,-28.041,162.125,-179.751,0.192,0.192,
3872912.000,301.195,-28.041,162.125,-179.751,0.192,0.192,
3872913.000,301.195,-28.041,162.125,-179.751,0.192,0.192,
3872916.000,301.195,-28.041,162.125,-179.751,0.192,0.192,
3872919.000,300.798,-28.692,161.420,-179.833,0.128,0.128,
3872921.000,300.798,-28.692,161.420,-179.833,0.128,0.128,
3872923.000,300.798,-28.692,161.420,-179.833,0.128,0.128,
3872925.000,300.798,-28.692,161.420,-179.833,0.128,0.128,
3872927.000,300.798,-28.692,161.420,-179.833,0.128,0.128,
3872929.000,300.798,-28.692,161.420,-179.833,0.128,0.128,
3872931.000,300.798,-28.692,161.420,-179.833,0.128,0.128,
3872950.000,300.347,-29.430,160.617,-179.927,0.055,0.055,
3872952.000,300.347,-29.430,160.617,-179.927,0.055,0.055,
3872954.000,300.347,-29.430,160.617,-179.927,0.055,0.055,
3872957.000,300.347,-29.430,160.617,-179.927,0.055,0.055,
3872960.000,300.347,-29.430,160.617,-179.927,0.055,0.055,
3872962.000,300.347,-29.430,160.617,-179.927,0.055,0.055,
3872964.000,300.347,-29.430,160.617,-179.927,0.055,0.055,
3872981.000,300.142,-29.767,160.252,-179.970,0.022,0.022,
3872983.000,300.142,-29.767,160.252,-179.970,0.022,0.022,
3872985.000,300.142,-29.767,160.252,-179.970,0.022,0.022,
3872987.000,300.142,-29.767,160.252,-179.970,0.022,0.022,
3872989.000,300.142,-29.767,160.252,-179.970,0.022,0.022,
3872991.000,300.142,-29.767,160.252,-179.970,0.022,0.022,
3872993.000,300.142,-29.767,160.252,-179.970,0.022,0.022,
3872997.000,300.087,-29.856,160.156,-179.981,0.014,0.014,
3872999.000,300.087,-29.856,160.156,-179.981,0.014,0.014,
3873001.000,300.087,-29.856,160.156,-179.981,0.014,0.014,
3873003.000,300.087,-29.856,160.156,-179.981,0.014,0.014,
3873005.000,300.087,-29.856,160.156,-179.981,0.014,0.014,
3873008.000,300.087,-29.856,160.156,-179.981,0.014,0.014,
3873009.000,300.087,-29.856,160.156,-179.981,0.014,0.014,
3873014.000,300.052,-29.913,160.094,-179.988,0.008,0.008,
3873016.000,300.052,-29.913,160.094,-179.988,0.008,0.008,
3873018.000,300.052,-29.913,160.094,-179.988,0.008,0.008,
3873020.000,300.052,-29.913,160.094,-179.988,0.008,0.008,
3873022.000,300.052,-29.913,160.094,-179.988,0.008,0.008,
3873024.000,300.052,-29.913,160.094,-179.988,0.008,0.008,
3873042.000,300.017,-29.970,160.031,-179.996,0.002,0.002,
3873044.000,300.017,-29.970,160.031,-179.996,0.002,0.002,
3873046.000,300.017,-29.970,160.031,-179.996,0.002,0.002,
3873048.000,300.017,-29.970,160.031,-179.996,0.002,0.002,
3873050.000,300.017,-29.970,160.031,-179.996,0.002,0.002,
3873052.000,300.017,-29.970,160.031,-179.996,0.002,0.002,
3873054.000,300.017,-29.970,160.031,-179.996,0.002,0.002,
3873072.000,300.002,-29.995,160.004,-179.999,0.000,0.000,
3873074.000,300.002,-29.995,160.004,-179.999,0.000,0.000,
3873076.000,300.002,-29.995,160.004,-179.999,0.000,0.000,
3873079.000,300.002,-29.995,160.004,-179.999,0.000,0.000,
3873081.000,300.002,-29.995,160.004,-179.999,0.000,0.000,
3873083.000,300.002,-29.995,160.004,-179.999,0.000,0.000,
3873085.000,300.002,-29.995,160.004,-179.999,0.000,0.000,
3873089.000,300.000,-29.999,160.000,-180.000,0.000,0.000,
3873092.000,300.000,-29.999,160.000,-180.000,0.000,0.000,
3873094.000,300.000,-29.999,160.000,-180.000,0.000,0.000,
3873097.000,300.000,-29.999,160.000,-180.000,0.000,0.000,
3873100.000,300.000,-29.999,160.000,-180.000,0.000,0.000,
3873102.000,300.000,-29.999,160.000,-180.000,0.000,0.000,
3873120.000,299.985,-29.999,160.000,-180.000,0.000,0.000,
3873122.000,299.985,-29.999,160.000,-180.000,0.000,0.000,
3873125.000,299.985,-29.999,160.000,-180.000,0.000,0.000,
3873127.000,299.985,-29.999,160.000,-180.000,0.000,0.000,
3873129.000,299.985,-29.999,160.000,-180.000,0.000,0.000,
3873134.000,299.962,-29.999,160.000,-180.000,0.000,0.000,
3873136.000,299.962,-29.999,160.000,-180.000,0.000,0.000,
3873139.000,299.962,-29.999,160.000,-180.000,0.000,0.000,
3873141.000,299.962,-29.999,160.000,-180.000,0.000,0.000,
3873143.000,299.962,-29.999,160.000,-180.000,0.000,0.000,
3873145.000,299.962,-29.999,160.000,-180.000,0.000,0.000,
3873151.000,299.931,-29.999,160.000,-180.000,0.000,0.000,
3873153.000,299.931,-29.999,160.000,-180.000,0.000,0.000,
3873155.000,299.931,-29.999,160.000,-180.000,0.000,0.000,
3873158.000,299.931,-29.999,160.000,-180.000,0.000,0.000,
3873161.000,299.931,-29.999,160.000,-180.000,0.000,0.000,
3873163.000,299.931,-29.999,160.000,-180.000,0.000,0.000,
3873168.000,299.886,-29.999,160.000,-180.000,0.000,0.000,
3873170.000,299.886,-29.999,160.000,-180.000,0.000,0.000,
3873173.000,299.886,-29.999,160.000,-180.000,0.000,0.000,
3873176.000,299.886,-29.999,160.000,-180.000,0.000,0.000,
3873178.000,299.886,-29.999,160.000,-180.000,0.000,0.000,
3873198.000,299.742,-29.999,160.000,-180.000,0.000,0.000,
3873200.000,299.742,-29.999,160.000,-180.000,0.000,0.000,
3873202.000,299.742,-29.999,160.000,-180.000,0.000,0.000,
3873205.000,299.742,-29.999,160.000,-180.000,0.000,0.000,
3873208.000,299.742,-29.999,160.000,-180.000,0.000,0.000,
3873211.000,299.742,-29.999,160.000,-180.000,0.000,0.000,
3873229.000,299.461,-29.999,160.000,-180.000,0.000,0.000,
3873231.000,299.461,-29.999,160.000,-180.000,0.000,0.000,
3873234.000,299.461,-29.999,160.000,-180.000,0.000,0.000,
3873237.000,299.461,-29.999,160.000,-180.000,0.000,0.000,
3873240.000,299.461,-29.999,160.000,-180.000,0.000,0.000,
3873242.000,299.461,-29.999,160.000,-180.000,0.000,0.000,
3873259.000,298.941,-29.999,160.000,-180.000,0.000,0.000,
3873262.000,298.941,-29.999,160.000,-180.000,0.000,0.000,
3873264.000,298.941,-29.999,160.000,-180.000,0.000,0.000,
3873266.000,298.941,-29.999,160.000,-180.000,0.000,0.000,
3873268.000,298.941,-29.999,160.000,-180.000,0.000,0.000,
3873273.000,298.528,-29.999,160.000,-180.000,0.000,0.000,
3873275.000,298.528,-29.999,160.000,-180.000,0.000,0.000,
3873278.000,298.528,-29.999,160.000,-180.000,0.000,0.000,
3873281.000,298.528,-29.999,160.000,-180.000,0.000,0.000,
3873284.000,298.528,-29.999,160.000,-180.000,0.000,0.000,
3873286.000,298.528,-29.999,160.000,-180.000,0.000,0.000,
3873304.000,297.135,-29.999,160.000,-180.000,0.000,0.000,
3873307.000,297.135,-29.999,160.000,-180.000,0.000,0.000,
3873310.000,297.135,-29.999,160.000,-180.000,0.000,0.000,
3873312.000,297.135,-29.999,160.000,-180.000,0.000,0.000,
3873314.000,297.135,-29.999,160.000,-180.000,0.000,0.000,
3873316.000,297.135,-29.999,160.000,-180.000,0.000,0.000,
3873320.000,296.074,-29.999,160.000,-180.000,0.000,0.000,
3873322.000,296.074,-29.999,160.000,-180.000,0.000,0.000,
3873325.000,296.074,-29.999,160.000,-180.000,0.000,0.000,
3873327.000,296.074,-29.999,160.000,-180.000,0.000,0.000,
3873329.000,296.074,-29.999,160.000,-180.000,0.000,0.000,
3873331.000,296.074,-29.999,160.000,-180.000,0.000,0.000,
3873336.000,294.538,-29.999,160.000,-180.000,0.000,0.000,
3873338.000,294.538,-29.999,160.000,-180.000,0.000,0.000,
3873341.000,294.538,-29.999,160.000,-180.000,0.000,0.000,
3873343.000,294.538,-29.999,160.000,-180.000,0.000,0.000,
3873345.000,294.538,-29.999,160.000,-180.000,0.000,0.000,
3873352.000,292.458,-29.999,160.000,-180.000,0.000,0.000,
3873353.000,292.458,-29.999,160.000,-180.000,0.000,0.000,
3873356.000,292.458,-29.999,160.000,-180.000,0.000,0.000,
3873358.000,292.458,-29.999,160.000,-180.000,0.000,0.000,
3873360.000,292.458,-29.999,160.000,-180.000,0.000,0.000,
3873363.000,292.458,-29.999,160.000,-180.000,0.000,0.000,
3873368.000,289.682,-29.999,160.000,-180.000,0.000,0.000,
3873370.000,289.682,-29.999,160.000,-180.000,0.000,0.000,
3873373.000,289.682,-29.999,160.000,-180.000,0.000,0.000,
3873375.000,289.682,-29.999,160.000,-180.000,0.000,0.000,
3873377.000,289.682,-29.999,160.000,-180.000,0.000,0.000,
3873379.000,289.682,-29.999,160.000,-180.000,0.000,0.000,
3873384.000,286.298,-29.999,160.000,-180.000,0.000,0.000,
3873386.000,286.298,-29.999,160.000,-180.000,0.000,0.000,
3873389.000,286.298,-29.999,160.000,-180.000,0.000,0.000,
3873391.000,286.298,-29.999,160.000,-180.000,0.000,0.000,
3873394.000,286.298,-29.999,160.000,-180.000,0.000,0.000,
3873399.000,281.375,-29.999,160.000,-180.000,0.000,0.000,
3873400.000,281.375,-29.999,160.000,-180.000,0.000,0.000,
3873403.000,281.375,-29.999,160.000,-180.000,0.000,0.000,
3873405.000,281.375,-29.999,160.000,-180.000,0.000,0.000,
3873407.000,281.375,-29.999,160.000,-180.000,0.000,0.000,
3873411.000,281.375,-29.999,160.000,-180.000,0.000,0.000,
3873430.000,269.414,-29.999,160.000,-180.000,0.000,0.000,
3873432.000,269.414,-29.999,160.000,-180.000,0.000,0.000,
3873435.000,269.414,-29.999,160.000,-180.000,0.000,0.000,
3873438.000,269.414,-29.999,160.000,-180.000,0.000,0.000,
3873441.000,269.414,-29.999,160.000,-180.000,0.000,0.000,
3873444.000,261.765,-29.999,160.000,-180.000,0.000,0.000,
3873460.000,253.031,-29.999,160.000,-180.000,0.000,0.000,
3873462.000,253.031,-29.999,160.000,-180.000,0.000,0.000,
3873465.000,253.031,-29.999,160.000,-180.000,0.000,0.000,
3873467.000,253.031,-29.999,160.000,-180.000,0.000,0.000,
3873469.000,253.031,-29.999,160.000,-180.000,0.000,0.000,
3873471.000,253.031,-29.999,160.000,-180.000,0.000,0.000,
3873476.000,243.300,-29.999,160.000,-180.000,0.000,0.000,
3873479.000,243.300,-29.999,160.000,-180.000,0.000,0.000,
3873481.000,243.300,-29.999,160.000,-180.000,0.000,0.000,
3873484.000,243.300,-29.999,160.000,-180.000,0.000,0.000,
3873486.000,243.300,-29.999,160.000,-180.000,0.000,0.000,
3873490.000,231.956,-29.999,160.000,-180.000,0.000,0.000,
3873493.000,231.956,-29.999,160.000,-180.000,0.000,0.000,
3873495.000,231.956,-29.999,160.000,-180.000,0.000,0.000,
3873497.000,231.956,-29.999,160.000,-180.000,0.000,0.000,
3873500.000,231.956,-29.999,160.000,-180.000,0.000,0.000,
3873502.000,231.956,-29.999,160.000,-180.000,0.000,0.000,
3873506.000,220.563,-29.999,160.000,-180.000,0.000,0.000,
3873509.000,220.563,-29.999,160.000,-180.000,0.000,0.000,
3873511.000,220.563,-29.999,160.000,-180.000,0.000,0.000,
3873514.000,220.563,-29.999,160.000,-180.000,0.000,0.000,
3873516.000,220.563,-29.999,160.000,-180.000,0.000,0.000,
3873518.000,220.563,-29.999,160.000,-180.000,0.000,0.000,
3873522.000,207.756,-29.999,160.000,-180.000,0.000,0.000,
3873524.000,207.756,-29.999,160.000,-180.000,0.000,0.000,
3873526.000,207.756,-29.999,160.000,-180.000,0.000,0.000,
3873529.000,207.756,-29.999,160.000,-180.000,0.000,0.000,
3873531.000,207.756,-29.999,160.000,-180.000,0.000,0.000,
3873536.000,195.269,-29.999,160.000,-180.000,0.000,0.000,
3873537.000,195.269,-29.999,160.000,-180.000,0.000,0.000,
