X,Y,Z,rX,rY,rZ,empty
4927357.000,648.169,45.000,-70.000,0.000,89.999,89.999,
4927361.000,648.169,45.000,-70.000,0.000,89.999,89.999,
4927363.000,648.169,45.000,-70.000,0.000,89.999,89.999,
4927380.000,676.545,45.000,-69.999,0.000,90.000,90.000,
4927383.000,676.545,45.000,-69.999,0.000,90.000,90.000,
4927385.000,676.545,45.000,-69.999,0.000,90.000,90.000,
4927388.000,676.545,45.000,-69.999,0.000,90.000,90.000,
4927390.000,676.545,45.000,-69.999,0.000,90.000,90.000,
4927393.000,676.545,45.000,-69.999,0.000,90.000,90.000,
4927411.000,705.854,45.000,-70.000,0.000,90.000,90.000,
4927414.000,705.854,45.000,-70.000,0.000,90.000,90.000,
4927416.000,705.854,45.000,-70.000,0.000,90.000,90.000,
4927419.000,705.854,45.000,-70.000,0.000,90.000,90.000,
4927421.000,705.854,45.000,-70.000,0.000,90.000,90.000,
4927440.000,734.179,45.000,-70.000,0.000,90.000,90.000,
4927442.000,734.179,45.000,-70.000,0.000,90.000,90.000,
4927444.000,734.179,45.000,-70.000,0.000,90.000,90.000,
4927447.000,734.179,45.000,-70.000,0.000,90.000,90.000,
4927449.000,734.179,45.000,-70.000,0.000,90.000,90.000,
4927452.000,734.179,45.000,-70.000,0.000,90.000,90.000,
4927456.000,749.259,45.000,-69.999,0.000,90.000,90.000,
4927459.000,749.259,45.000,-69.999,0.000,90.000,90.000,
4927461.000,749.259,45.000,-69.999,0.000,90.000,90.000,
4927463.000,749.259,45.000,-69.999,0.000,90.000,90.000,
4927465.000,749.259,45.000,-69.999,0.000,90.000,90.000,
4927468.000,749.259,45.000,-69.999,0.000,90.000,90.000,
4927472.000,764.311,45.000,-70.000,0.000,90.000,90.000,
4927475.000,764.311,45.000,-70.000,0.000,90.000,90.000,
4927477.000,764.311,45.000,-70.000,0.000,90.000,90.000,
4927479.000,764.311,45.000,-70.000,0.000,90.000,90.000,
4927481.000,764.311,45.000,-70.000,0.000,90.000,90.000,
4927484.000,764.311,45.000,-70.000,0.000,90.000,90.000,
4927488.000,778.387,45.000,-70.000,0.000,90.000,90.000,
4927490.000,778.387,45.000,-70.000,0.000,90.000,90.000,
4927493.000,778.387,45.000,-70.000,0.000,90.000,90.000,
4927495.000,778.387,45.000,-70.000,0.000,90.000,90.000,
4927498.000,778.387,45.000,-70.000,0.000,90.000,90.000,
4927500.000,778.387,45.000,-70.000,0.000,90.000,90.000,
4927519.000,807.308,45.000,-69.999,0.000,90.000,90.000,
4927522.000,807.308,45.000,-69.999,0.000,90.000,90.000,
4927524.000,807.308,45.000,-69.999,0.000,90.000,90.000,
4927527.000,807.308,45.000,-69.999,0.000,90.000,90.000,
4927529.000,807.308,45.000,-69.999,0.000,90.000,90.000,
4927531.000,807.308,45.000,-69.999,0.000,90.000,90.000,
4927550.000,834.929,45.000,-70.000,0.000,89.999,89.999,
4927552.000,834.929,45.000,-70.000,0.000,89.999,89.999,
4927554.000,834.929,45.000,-70.000,0.000,89.999,89.999,
4927557.000,834.929,45.000,-70.000,0.000,89.999,89.999,
4927559.000,834.929,45.000,-70.000,0.000,89.999,89.999,
4927561.000,834.929,45.000,-70.000,0.000,89.999,89.999,
4927580.000,862.774,45.000,-70.000,0.000,90.000,90.000,
4927582.000,862.774,45.000,-70.000,0.000,90.000,90.000,
4927585.000,862.774,45.000,-70.000,0.000,90.000,90.000,
4927588.000,862.774,45.000,-70.000,0.000,90.000,90.000,
4927590.000,862.774,45.000,-70.000,0.000,90.000,90.000,
4927593.000,862.774,45.000,-70.000,0.000,90.000,90.000,
4927595.000,876.699,45.000,-69.999,0.000,89.999,89.999,
4927596.000,876.699,45.000,-69.999,0.000,89.999,89.999,
4927597.000,876.699,45.000,-69.999,0.000,89.999,89.999,
4927598.000,876.699,45.000,-69.999,0.000,89.999,89.999,
4927610.000,889.358,45.000,-69.999,0.000,90.000,90.000,
4927612.000,889.358,45.000,-69.999,0.000,90.000,90.000,
4927614.000,889.358,45.000,-69.999,0.000,90.000,90.000,
4927616.000,889.358,45.000,-69.999,0.000,90.000,90.000,
4927619.000,889.358,45.000,-69.999,0.000,90.000,90.000,
4927620.000,889.358,45.000,-69.999,0.000,90.000,90.000,
4927625.000,901.525,45.000,-70.000,0.000,90.000,90.000,
4927627.000,901.525,45.000,-70.000,0.000,90.000,90.000,
4927629.000,901.525,45.000,-70.000,0.000,90.000,90.000,
4927632.000,901.525,45.000,-70.000,0.000,90.000,90.000,
4927634.000,901.525,45.000,-70.000,0.000,90.000,90.000,
4927637.000,901.525,45.000,-70.000,0.000,90.000,90.000,
4927641.000,913.820,45.000,-69.999,0.000,90.000,90.000,
4927644.000,913.820,45.000,-69.999,0.000,90.000,90.000,
4927646.000,913.820,45.000,-69.999,0.000,90.000,90.000,
4927649.000,913.820,45.000,-69.999,0.000,90.000,90.000,
4927651.000,913.820,45.000,-69.999,0.000,90.000,90.000,
4927654.000,913.820,45.000,-69.999,0.000,90.000,90.000,
4927658.000,925.250,45.000,-69.999,0.000,89.999,89.999,
4927661.000,925.250,45.000,-69.999,0.000,89.999,89.999,
4927663.000,925.250,45.000,-69.999,0.000,89.999,89.999,
4927666.000,925.250,45.000,-69.999,0.000,89.999,89.999,
4927668.000,925.250,45.000,-69.999,0.000,89.999,89.999,
4927671.000,925.250,45.000,-69.999,0.000,89.999,89.999,
4927689.000,944.357,45.000,-70.000,0.000,90.000,90.000,
4927691.000,944.357,45.000,-70.000,0.000,90.000,90.000,
4927693.000,944.357,45.000,-70.000,0.000,90.000,90.000,
4927696.000,944.357,45.000,-70.000,0.000,90.000,90.000,
4927698.000,944.357,45.000,-70.000,0.000,90.000,90.000,
4927701.000,944.357,45.000,-70.000,0.000,90.000,90.000,
4927720.000,958.843,45.000,-69.999,0.000,89.999,89.999,
4927722.000,958.843,45.000,-69.999,0.000,89.999,89.999,
4927725.000,958.843,45.000,-69.999,0.000,89.999,89.999,
4927727.000,958.843,45.000,-69.999,0.000,89.999,89.999,
4927729.000,958.843,45.000,-69.999,0.000,89.999,89.999,
4927732.000,958.843,45.000,-69.999,0.000,89.999,89.999,
4927749.000,968.490,45.000,-70.000,0.000,90.000,90.000,
4927752.000,968.490,45.000,-70.000,0.000,90.000,90.000,
4927754.000,968.490,45.000,-70.000,0.000,90.000,90.000,
4927756.000,968.490,45.000,-70.000,0.000,90.000,90.000,
4927758.000,968.490,45.000,-70.000,0.000,90.000,90.000,
4927760.000,968.490,45.000,-70.000,0.000,90.000,90.000,
4927765.000,971.923,45.000,-70.000,0.000,90.000,90.000,
4927767.000,971.923,45.000,-70.000,0.000,90.000,90.000,
4927769.000,971.923,45.000,-70.000,0.000,90.000,90.000,
4927771.000,971.923,45.000,-70.000,0.000,90.000,90.000,
4927773.000,971.923,45.000,-70.000,0.000,90.000,90.000,
4927776.000,971.923,45.000,-70.000,0.000,90.000,90.000,
4927782.000,974.755,45.000,-70.000,0.000,90.000,90.000,
4927784.000,974.755,45.000,-70.000,0.000,90.000,90.000,
4927786.000,974.755,45.000,-70.000,0.000,90.000,90.000,
4927788.000,974.755,45.000,-70.000,0.000,90.000,90.000,
4927790.000,974.755,45.000,-70.000,0.000,90.000,90.000,
4927797.000,976.890,45.000,-70.000,0.000,90.000,90.000,
4927799.000,976.890,45.000,-70.000,0.000,90.000,90.000,
4927802.000,976.890,45.000,-70.000,0.000,90.000,90.000,
4927804.000,976.890,45.000,-70.000,0.000,90.000,90.000,
4927806.000,976.890,45.000,-70.000,0.000,90.000,90.000,
4927808.000,976.890,45.000,-70.000,0.000,90.000,90.000,
4927813.000,978.392,45.000,-70.000,0.000,90.000,90.000,
4927815.000,978.392,45.000,-70.000,0.000,90.000,90.000,
4927818.000,978.392,45.000,-70.000,0.000,90.000,90.000,
4927820.000,978.392,45.000,-70.000,0.000,90.000,90.000,
4927823.000,978.392,45.000,-70.000,0.000,90.000,90.000,
4927827.000,979.582,45.000,-69.999,0.000,90.000,90.000,
4927830.000,979.582,45.000,-69.999,0.000,90.000,90.000,
4927832.000,979.582,45.000,-69.999,0.000,90.000,90.000,
4927835.000,979.582,45.000,-69.999,0.000,90.000,90.000,
4927837.000,979.582,45.000,-69.999,0.000,90.000,90.000,
4927840.000,979.582,45.000,-69.999,0.000,90.000,90.000,
4927843.000,980.451,45.000,-70.000,0.000,89.999,89.999,
4927844.000,980.451,45.000,-70.000,0.000,89.999,89.999,
4927845.000,980.451,45.000,-70.000,0.000,89.999,89.999,
4927846.000,980.451,45.000,-70.000,0.000,89.999,89.999,
4927858.000,980.451,45.000,-70.000,0.000,89.999,89.999,
4927860.000,981.048,45.000,-70.000,0.000,90.000,90.000,
4927863.000,981.048,45.000,-70.000,0.000,90.000,90.000,
4927865.000,981.048,45.000,-70.000,0.000,90.000,90.000,
4927869.000,981.048,45.000,-70.000,0.000,90.000,90.000,
4927871.000,981.048,45.000,-70.000,0.000,90.000,90.000,
4927891.000,981.828,45.000,-70.000,0.000,89.999,89.999,
4927893.000,981.828,45.000,-70.000,0.000,89.999,89.999,
4927894.000,981.828,45.000,-70.000,0.000,89.999,89.999,
4927897.000,981.828,45.000,-70.000,0.000,89.999,89.999,
4927900.000,981.828,45.000,-70.000,0.000,89.999,89.999,
4927902.000,981.828,45.000,-70.000,0.000,89.999,89.999,
4927906.000,982.086,45.000,-70.000,0.000,90.000,90.000,
4927907.000,982.086,45.000,-70.000,0.000,90.000,90.000,
4927908.000,982.086,45.000,-70.000,0.000,90.000,90.000,
4927909.000,982.086,45.000,-70.000,0.000,90.000,90.000,
4927922.000,982.249,45.000,-70.000,0.000,90.000,90.000,
4927925.000,982.249,45.000,-70.000,0.000,90.000,90.000,
4927927.000,982.249,45.000,-70.000,0.000,90.000,90.000,
4927930.000,982.249,45.000,-70.000,0.000,90.000,90.000,
4927933.000,982.249,45.000,-70.000,0.000,90.000,90.000,
4927952.000,982.459,45.000,-70.000,0.000,89.999,89.999,
4927955.000,982.459,45.000,-70.000,0.000,89.999,89.999,
4927957.000,982.459,45.000,-70.000,0.000,89.999,89.999,
4927960.000,982.459,45.000,-70.000,0.000,89.999,89.999,
4927963.000,982.459,45.000,-70.000,0.000,89.999,89.999,
4927965.000,982.459,45.000,-70.000,0.000,89.999,89.999,
4927967.000,982.459,45.000,-70.000,0.000,89.999,89.999,
4927984.000,982.569,45.000,-70.000,0.000,90.000,90.000,
4927987.000,982.569,45.000,-70.000,0.000,90.000,90.000,
4927989.000,982.569,45.000,-70.000,0.000,90.000,90.000,
4927991.000,982.569,45.000,-70.000,0.000,90.000,90.000,
4927994.000,982.569,45.000,-70.000,0.000,90.000,90.000,
4927996.000,982.569,45.000,-70.000,0.000,90.000,90.000,
4928016.000,982.626,45.000,-70.000,0.000,90.000,90.000,
4928018.000,982.626,45.000,-70.000,0.000,90.000,90.000,
4928020.000,982.626,45.000,-70.000,0.000,90.000,90.000,
4928023.000,982.626,45.000,-70.000,0.000,90.000,90.000,
4928025.000,982.626,45.000,-70.000,0.000,90.000,90.000,
4928030.000,982.644,45.000,-70.000,0.000,90.000,90.000,
4928033.000,982.644,45.000,-70.000,0.000,90.000,90.000,
4928036.000,982.644,45.000,-70.000,0.000,90.000,90.000,
4928038.000,982.644,45.000,-70.000,0.000,90.000,90.000,
4928041.000,982.644,45.000,-70.000,0.000,90.000,90.000,
4928044.000,982.644,45.000,-70.000,0.000,90.000,90.000,
4928063.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928066.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928069.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928072.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928075.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928092.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928095.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928098.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928100.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928103.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928106.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928124.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928127.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928130.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928134.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928137.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928155.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928157.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928160.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928163.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928167.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928170.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928187.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928189.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928191.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928193.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928196.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928200.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928203.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928205.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928207.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928209.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928212.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928218.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928220.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928223.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928226.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928228.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928247.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928249.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928252.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928254.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928257.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928259.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928278.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928280.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928283.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928285.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928289.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928292.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928293.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928294.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928295.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928296.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928298.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928309.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928312.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928315.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928317.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928320.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928339.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928342.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928345.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928349.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928352.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928355.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928373.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928376.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928380.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928383.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928386.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928402.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928405.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928410.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928413.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928417.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928432.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928435.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928438.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928441.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928443.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928446.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928464.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928466.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928469.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928471.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928474.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928479.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928481.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928483.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928486.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928487.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928490.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928494.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928496.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928499.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928501.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928503.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928508.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928510.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928513.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928515.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928518.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928521.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928526.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928529.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928531.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928534.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928537.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928542.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928544.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928547.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928550.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928553.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928555.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928560.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928563.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928565.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928567.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928570.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928575.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928577.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928580.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928583.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928586.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928589.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928593.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928595.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928598.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928600.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928603.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928607.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928608.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928610.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928612.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928614.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928617.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928619.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928620.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928621.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928623.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928626.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928629.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928632.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928633.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928634.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928636.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928640.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928642.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928644.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928645.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928646.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928649.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928651.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928654.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928656.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928658.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928660.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928662.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928665.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928667.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928670.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928671.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928674.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928676.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928679.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928681.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928684.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928686.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928688.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928690.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928693.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928696.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928697.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928700.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928703.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928706.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928709.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928712.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928716.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928717.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928719.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928723.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928726.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928729.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928732.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928733.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928736.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928739.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928741.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928745.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928746.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928747.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928750.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928753.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928756.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928760.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928763.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928764.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928765.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928768.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928774.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928777.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928779.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928780.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928783.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928788.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928790.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928793.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928795.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928796.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928797.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928801.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928805.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928808.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928811.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928814.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928818.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928820.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928823.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928826.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928829.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928832.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928836.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928839.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928842.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928845.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928848.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928852.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928853.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928856.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928859.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928862.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928865.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928868.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928869.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928870.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928873.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928876.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928881.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928884.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928885.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928886.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928887.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928891.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928895.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928898.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928900.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928901.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928905.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928909.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928912.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928915.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928916.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928920.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928923.000,982.648,45.000,-70.000,0.000,90.000,90.000,
4928925.000,982.648,45.000,-70.000,0.000,90.000,90.000,
