X,Y,Z,rX,rY,rZ,empty
4926036.000,403.905,134.203,214.722,-162.127,54.592,54.592,
4926040.000,401.859,130.470,202.809,-161.899,56.070,56.070,
4926042.000,401.859,130.470,202.809,-161.899,56.070,56.070,
4926055.000,399.811,126.734,190.884,-161.672,57.550,57.550,
4926058.000,399.811,126.734,190.884,-161.672,57.550,57.550,
4926061.000,399.811,126.734,190.884,-161.672,57.550,57.550,
4926064.000,399.811,126.734,190.884,-161.672,57.550,57.550,
4926067.000,399.811,126.734,190.884,-161.672,57.550,57.550,
4926069.000,397.761,122.996,178.951,-161.448,59.031,59.031,
4926072.000,397.761,122.996,178.951,-161.448,59.031,59.031,
4926086.000,395.574,119.006,166.216,-161.209,60.612,60.612,
4926089.000,395.574,119.006,166.216,-161.209,60.612,60.612,
4926092.000,395.574,119.006,166.216,-161.209,60.612,60.612,
4926095.000,395.574,119.006,166.216,-161.209,60.612,60.612,
4926098.000,395.574,119.006,166.216,-161.209,60.612,60.612,
4926101.000,393.523,115.265,154.277,-160.988,62.095,62.095,
4926104.000,391.336,111.277,141.548,-160.753,63.676,63.676,
4926118.000,391.336,111.277,141.548,-160.753,63.676,63.676,
4926121.000,391.336,111.277,141.548,-160.753,63.676,63.676,
4926124.000,391.336,111.277,141.548,-160.753,63.676,63.676,
4926126.000,391.336,111.277,141.548,-160.753,63.676,63.676,
4926129.000,391.336,111.277,141.548,-160.753,63.676,63.676,
4926132.000,389.288,107.541,129.623,-160.534,65.158,65.158,
4926147.000,387.105,103.560,116.916,-160.302,66.738,66.738,
4926150.000,387.105,103.560,116.916,-160.302,66.738,66.738,
4926153.000,387.105,103.560,116.916,-160.302,66.738,66.738,
4926156.000,387.105,103.560,116.916,-160.302,66.738,66.738,
4926158.000,387.105,103.560,116.916,-160.302,66.738,66.738,
4926161.000,387.105,103.560,116.916,-160.302,66.738,66.738,
4926164.000,385.062,99.833,105.019,-160.087,68.217,68.217,
4926179.000,382.887,95.866,92.356,-159.858,69.791,69.791,
4926182.000,382.887,95.866,92.356,-159.858,69.791,69.791,
4926185.000,382.887,95.866,92.356,-159.858,69.791,69.791,
4926188.000,382.887,95.866,92.356,-159.858,69.791,69.791,
4926191.000,382.887,95.866,92.356,-159.858,69.791,69.791,
4926194.000,380.719,91.911,79.732,-159.631,71.362,71.362,
4926196.000,380.719,91.911,79.732,-159.631,71.362,71.362,
4926210.000,378.694,88.219,67.949,-159.421,72.827,72.827,
4926213.000,378.694,88.219,67.949,-159.421,72.827,72.827,
4926215.000,378.694,88.219,67.949,-159.421,72.827,72.827,
4926218.000,378.694,88.219,67.949,-159.421,72.827,72.827,
4926221.000,378.694,88.219,67.949,-159.421,72.827,72.827,
4926223.000,378.694,88.219,67.949,-159.421,72.827,72.827,
4926226.000,376.682,84.549,56.235,-159.212,74.285,74.285,
4926242.000,374.555,80.669,43.850,-158.993,75.826,75.826,
4926245.000,374.555,80.669,43.850,-158.993,75.826,75.826,
4926247.000,374.555,80.669,43.850,-158.993,75.826,75.826,
4926250.000,374.555,80.669,43.850,-158.993,75.826,75.826,
4926253.000,374.555,80.669,43.850,-158.993,75.826,75.826,
4926256.000,372.455,76.839,31.625,-158.776,77.347,77.347,
4926272.000,370.395,73.080,19.628,-158.565,78.841,78.841,
4926274.000,370.395,73.080,19.628,-158.565,78.841,78.841,
4926277.000,370.395,73.080,19.628,-158.565,78.841,78.841,
4926280.000,370.395,73.080,19.628,-158.565,78.841,78.841,
4926284.000,370.395,73.080,19.628,-158.565,78.841,78.841,
4926286.000,370.395,73.080,19.628,-158.565,78.841,78.841,
4926289.000,368.511,69.645,8.665,-158.372,80.205,80.205,
4926302.000,366.692,66.327,-1.925,-158.186,81.524,81.524,
4926304.000,366.692,66.327,-1.925,-158.186,81.524,81.524,
4926307.000,366.692,66.327,-1.925,-158.186,81.524,81.524,
4926310.000,366.692,66.327,-1.925,-158.186,81.524,81.524,
4926314.000,366.692,66.327,-1.925,-158.186,81.524,81.524,
4926317.000,366.692,66.327,-1.925,-158.186,81.524,81.524,
4926319.000,364.845,62.958,-12.679,-157.998,82.862,82.862,
4926334.000,363.225,60.003,-22.111,-157.833,84.037,84.037,
4926336.000,363.225,60.003,-22.111,-157.833,84.037,84.037,
4926339.000,363.225,60.003,-22.111,-157.833,84.037,84.037,
4926342.000,363.225,60.003,-22.111,-157.833,84.037,84.037,
4926345.000,363.225,60.003,-22.111,-157.833,84.037,84.037,
4926348.000,361.738,57.291,-30.767,-157.682,85.114,85.114,
4926351.000,361.738,57.291,-30.767,-157.682,85.114,85.114,
4926364.000,360.407,54.863,-38.517,-157.546,86.079,86.079,
4926367.000,360.407,54.863,-38.517,-157.546,86.079,86.079,
4926370.000,360.407,54.863,-38.517,-157.546,86.079,86.079,
4926374.000,360.407,54.863,-38.517,-157.546,86.079,86.079,
4926377.000,360.407,54.863,-38.517,-157.546,86.079,86.079,
4926379.000,359.178,52.621,-45.672,-157.421,86.970,86.970,
4926382.000,359.178,52.621,-45.672,-157.421,86.970,86.970,
4926397.000,358.155,50.754,-51.631,-157.317,87.712,87.712,
4926400.000,358.155,50.754,-51.631,-157.317,87.712,87.712,
4926403.000,358.155,50.754,-51.631,-157.317,87.712,87.712,
4926406.000,358.155,50.754,-51.631,-157.317,87.712,87.712,
4926409.000,358.155,50.754,-51.631,-157.317,87.712,87.712,
4926412.000,357.378,49.337,-56.154,-157.238,88.275,88.275,
4926425.000,356.763,48.216,-59.733,-157.176,88.721,88.721,
4926427.000,356.763,48.216,-59.733,-157.176,88.721,88.721,
4926430.000,356.763,48.216,-59.733,-157.176,88.721,88.721,
4926433.000,356.763,48.216,-59.733,-157.176,88.721,88.721,
4926435.000,356.763,48.216,-59.733,-157.176,88.721,88.721,
4926438.000,356.763,48.216,-59.733,-157.176,88.721,88.721,
4926440.000,356.763,48.216,-59.733,-157.176,88.721,88.721,
4926457.000,355.892,46.627,-64.804,-157.088,89.353,89.353,
4926460.000,355.892,46.627,-64.804,-157.088,89.353,89.353,
4926463.000,355.892,46.627,-64.804,-157.088,89.353,89.353,
4926466.000,355.892,46.627,-64.804,-157.088,89.353,89.353,
4926469.000,355.892,46.627,-64.804,-157.088,89.353,89.353,
4926472.000,355.892,46.627,-64.804,-157.088,89.353,89.353,
4926474.000,355.624,46.138,-66.364,-157.060,89.547,89.547,
4926489.000,355.443,45.808,-67.417,-157.042,89.678,89.678,
4926491.000,355.443,45.808,-67.417,-157.042,89.678,89.678,
4926494.000,355.443,45.808,-67.417,-157.042,89.678,89.678,
4926497.000,355.443,45.808,-67.417,-157.042,89.678,89.678,
4926500.000,355.443,45.808,-67.417,-157.042,89.678,89.678,
4926503.000,355.443,45.808,-67.417,-157.042,89.678,89.678,
4926506.000,355.305,45.557,-68.219,-157.028,89.778,89.778,
4926521.000,355.209,45.382,-68.779,-157.018,89.847,89.847,
4926524.000,355.209,45.382,-68.779,-157.018,89.847,89.847,
4926528.000,355.209,45.382,-68.779,-157.018,89.847,89.847,
4926530.000,355.209,45.382,-68.779,-157.018,89.847,89.847,
4926534.000,355.209,45.382,-68.779,-157.018,89.847,89.847,
4926536.000,355.146,45.266,-69.147,-157.012,89.893,89.893,
4926539.000,355.146,45.266,-69.147,-157.012,89.893,89.893,
4926552.000,355.101,45.185,-69.409,-157.007,89.926,89.926,
4926555.000,355.101,45.185,-69.409,-157.007,89.926,89.926,
4926557.000,355.101,45.185,-69.409,-157.007,89.926,89.926,
4926560.000,355.101,45.185,-69.409,-157.007,89.926,89.926,
4926563.000,355.101,45.185,-69.409,-157.007,89.926,89.926,
4926566.000,355.069,45.127,-69.593,-157.004,89.949,89.949,
4926581.000,355.046,45.084,-69.730,-157.002,89.966,89.966,
4926583.000,355.046,45.084,-69.730,-157.002,89.966,89.966,
4926586.000,355.046,45.084,-69.730,-157.002,89.966,89.966,
4926588.000,355.046,45.084,-69.730,-157.002,89.966,89.966,
4926590.000,355.046,45.084,-69.730,-157.002,89.966,89.966,
4926592.000,355.046,45.084,-69.730,-157.002,89.966,89.966,
4926595.000,355.046,45.084,-69.730,-157.002,89.966,89.966,
4926612.000,355.019,45.035,-69.886,-156.999,89.985,89.985,
4926615.000,355.019,45.035,-69.886,-156.999,89.985,89.985,
4926618.000,355.019,45.035,-69.886,-156.999,89.985,89.985,
4926621.000,355.019,45.035,-69.886,-156.999,89.985,89.985,
4926624.000,355.019,45.035,-69.886,-156.999,89.985,89.985,
4926626.000,355.019,45.035,-69.886,-156.999,89.985,89.985,
4926629.000,355.011,45.021,-69.931,-156.998,89.991,89.991,
4926645.000,355.006,45.011,-69.962,-156.998,89.995,89.995,
4926648.000,355.006,45.011,-69.962,-156.998,89.995,89.995,
4926651.000,355.006,45.011,-69.962,-156.998,89.995,89.995,
4926655.000,355.006,45.011,-69.962,-156.998,89.995,89.995,
4926658.000,355.006,45.011,-69.962,-156.998,89.995,89.995,
4926661.000,355.002,45.004,-69.985,-156.997,89.998,89.998,
4926663.000,355.002,45.004,-69.985,-156.997,89.998,89.998,
4926678.000,355.000,45.000,-69.998,-156.997,89.999,89.999,
4926681.000,355.000,45.000,-69.998,-156.997,89.999,89.999,
4926684.000,355.000,45.000,-69.998,-156.997,89.999,89.999,
4926687.000,355.000,45.000,-69.998,-156.997,89.999,89.999,
4926691.000,355.000,45.000,-69.998,-156.997,89.999,89.999,
4926694.000,355.000,45.000,-69.999,0.000,90.000,90.000,
4926708.000,355.000,45.000,-70.000,0.000,90.000,90.000,
4926711.000,355.000,45.000,-70.000,0.000,90.000,90.000,
4926715.000,355.000,45.000,-70.000,0.000,90.000,90.000,
4926718.000,355.000,45.000,-70.000,0.000,90.000,90.000,
4926722.000,355.000,45.000,-70.000,0.000,90.000,90.000,
4926726.000,355.015,45.000,-69.999,0.000,89.999,89.999,
4926740.000,355.037,45.000,-69.999,0.000,90.000,90.000,
4926743.000,355.037,45.000,-69.999,0.000,90.000,90.000,
4926747.000,355.037,45.000,-69.999,0.000,90.000,90.000,
4926751.000,355.037,45.000,-69.999,0.000,90.000,90.000,
4926754.000,355.037,45.000,-69.999,0.000,90.000,90.000,
4926758.000,355.069,45.000,-69.999,0.000,90.000,90.000,
4926772.000,355.113,45.000,-69.999,0.000,90.000,90.000,
4926774.000,355.113,45.000,-69.999,0.000,90.000,90.000,
4926776.000,355.113,45.000,-69.999,0.000,90.000,90.000,
4926779.000,355.113,45.000,-69.999,0.000,90.000,90.000,
4926781.000,355.113,45.000,-69.999,0.000,90.000,90.000,
4926784.000,355.113,45.000,-69.999,0.000,90.000,90.000,
4926786.000,355.170,45.000,-69.999,0.000,90.000,90.000,
4926787.000,355.170,45.000,-69.999,0.000,90.000,90.000,
4926788.000,355.170,45.000,-69.999,0.000,90.000,90.000,
4926789.000,355.170,45.000,-69.999,0.000,90.000,90.000,
4926801.000,355.249,45.000,-70.000,0.000,89.999,89.999,
4926803.000,355.249,45.000,-70.000,0.000,89.999,89.999,
4926805.000,355.249,45.000,-70.000,0.000,89.999,89.999,
4926807.000,355.249,45.000,-70.000,0.000,89.999,89.999,
4926810.000,355.249,45.000,-70.000,0.000,89.999,89.999,
4926812.000,355.249,45.000,-70.000,0.000,89.999,89.999,
4926815.000,355.249,45.000,-70.000,0.000,89.999,89.999,
4926818.000,355.365,45.000,-69.999,0.000,90.000,90.000,
4926820.000,355.365,45.000,-69.999,0.000,90.000,90.000,
4926823.000,355.365,45.000,-69.999,0.000,90.000,90.000,
4926825.000,355.365,45.000,-69.999,0.000,90.000,90.000,
4926827.000,355.365,45.000,-69.999,0.000,90.000,90.000,
4926830.000,355.365,45.000,-69.999,0.000,90.000,90.000,
4926835.000,355.528,45.000,-69.999,0.000,89.999,89.999,
4926837.000,355.528,45.000,-69.999,0.000,89.999,89.999,
4926839.000,355.528,45.000,-69.999,0.000,89.999,89.999,
4926842.000,355.528,45.000,-69.999,0.000,89.999,89.999,
4926844.000,355.528,45.000,-69.999,0.000,89.999,89.999,
4926846.000,355.528,45.000,-69.999,0.000,89.999,89.999,
4926849.000,355.755,45.000,-69.999,0.000,90.000,90.000,
4926852.000,355.755,45.000,-69.999,0.000,90.000,90.000,
4926854.000,355.755,45.000,-69.999,0.000,90.000,90.000,
4926856.000,355.755,45.000,-69.999,0.000,90.000,90.000,
4926858.000,355.755,45.000,-69.999,0.000,90.000,90.000,
4926860.000,355.755,45.000,-69.999,0.000,90.000,90.000,
4926864.000,356.048,45.000,-69.999,0.000,90.000,90.000,
4926865.000,356.048,45.000,-69.999,0.000,90.000,90.000,
4926866.000,356.048,45.000,-69.999,0.000,90.000,90.000,
4926867.000,356.048,45.000,-69.999,0.000,90.000,90.000,
4926879.000,356.448,45.000,-69.999,0.000,90.000,90.000,
4926881.000,356.448,45.000,-69.999,0.000,90.000,90.000,
4926883.000,356.448,45.000,-69.999,0.000,90.000,90.000,
4926885.000,356.448,45.000,-69.999,0.000,90.000,90.000,
4926889.000,356.448,45.000,-69.999,0.000,90.000,90.000,
4926891.000,356.448,45.000,-69.999,0.000,90.000,90.000,
4926911.000,357.840,45.000,-69.999,0.000,89.999,89.999,
4926913.000,357.840,45.000,-69.999,0.000,89.999,89.999,
4926915.000,357.840,45.000,-69.999,0.000,89.999,89.999,
4926918.000,357.840,45.000,-69.999,0.000,89.999,89.999,
4926920.000,357.840,45.000,-69.999,0.000,89.999,89.999,
4926922.000,357.840,45.000,-69.999,0.000,89.999,89.999,
4926925.000,357.840,45.000,-69.999,0.000,89.999,89.999,
4926943.000,360.349,45.000,-69.999,0.000,90.000,90.000,
4926946.000,360.349,45.000,-69.999,0.000,90.000,90.000,
4926949.000,360.349,45.000,-69.999,0.000,90.000,90.000,
4926952.000,360.349,45.000,-69.999,0.000,90.000,90.000,
4926955.000,360.349,45.000,-69.999,0.000,90.000,90.000,
4926958.000,362.346,45.000,-69.999,0.000,90.000,90.000,
4926975.000,365.004,45.000,-70.000,0.000,90.000,90.000,
4926978.000,365.004,45.000,-70.000,0.000,90.000,90.000,
4926981.000,365.004,45.000,-70.000,0.000,90.000,90.000,
4926984.000,365.004,45.000,-70.000,0.000,90.000,90.000,
4926986.000,365.004,45.000,-70.000,0.000,90.000,90.000,
4926989.000,368.239,45.000,-69.999,0.000,90.000,90.000,
4927007.000,372.637,45.000,-70.000,0.000,90.000,90.000,
4927009.000,372.637,45.000,-70.000,0.000,90.000,90.000,
4927011.000,372.637,45.000,-70.000,0.000,90.000,90.000,
4927014.000,372.637,45.000,-70.000,0.000,90.000,90.000,
4927017.000,372.637,45.000,-70.000,0.000,90.000,90.000,
4927021.000,378.156,45.000,-70.000,0.000,90.000,90.000,
4927023.000,378.156,45.000,-70.000,0.000,90.000,90.000,
4927026.000,378.156,45.000,-70.000,0.000,90.000,90.000,
4927029.000,378.156,45.000,-70.000,0.000,90.000,90.000,
4927031.000,378.156,45.000,-70.000,0.000,90.000,90.000,
4927034.000,378.156,45.000,-70.000,0.000,90.000,90.000,
4927053.000,392.923,45.000,-69.999,0.000,89.999,89.999,
4927056.000,392.923,45.000,-69.999,0.000,89.999,89.999,
4927058.000,392.923,45.000,-69.999,0.000,89.999,89.999,
4927060.000,392.923,45.000,-69.999,0.000,89.999,89.999,
4927062.000,392.923,45.000,-69.999,0.000,89.999,89.999,
4927065.000,392.923,45.000,-69.999,0.000,89.999,89.999,
4927067.000,392.923,45.000,-69.999,0.000,89.999,89.999,
4927084.000,411.257,45.000,-69.999,0.000,90.000,90.000,
4927085.000,411.257,45.000,-69.999,0.000,90.000,90.000,
4927087.000,411.257,45.000,-69.999,0.000,90.000,90.000,
4927088.000,411.257,45.000,-69.999,0.000,90.000,90.000,
4927089.000,411.257,45.000,-69.999,0.000,90.000,90.000,
4927099.000,422.587,45.000,-69.999,0.000,89.999,89.999,
4927101.000,422.587,45.000,-69.999,0.000,89.999,89.999,
4927103.000,422.587,45.000,-69.999,0.000,89.999,89.999,
4927106.000,422.587,45.000,-69.999,0.000,89.999,89.999,
4927108.000,422.587,45.000,-69.999,0.000,89.999,89.999,
4927110.000,422.587,45.000,-69.999,0.000,89.999,89.999,
4927113.000,422.587,45.000,-69.999,0.000,89.999,89.999,
4927133.000,447.730,45.000,-69.999,0.000,90.000,90.000,
4927136.000,447.730,45.000,-69.999,0.000,90.000,90.000,
4927139.000,447.730,45.000,-69.999,0.000,90.000,90.000,
4927140.000,447.730,45.000,-69.999,0.000,90.000,90.000,
4927143.000,447.730,45.000,-69.999,0.000,90.000,90.000,
4927145.000,447.730,45.000,-69.999,0.000,90.000,90.000,
4927163.000,474.278,45.000,-69.999,0.000,90.000,90.000,
4927166.000,474.278,45.000,-69.999,0.000,90.000,90.000,
4927168.000,474.278,45.000,-69.999,0.000,90.000,90.000,
4927170.000,474.278,45.000,-69.999,0.000,90.000,90.000,
4927173.000,474.278,45.000,-69.999,0.000,90.000,90.000,
4927175.000,474.278,45.000,-69.999,0.000,90.000,90.000,
4927179.000,488.522,45.000,-70.000,0.000,90.000,90.000,
4927182.000,488.522,45.000,-70.000,0.000,90.000,90.000,
4927184.000,488.522,45.000,-70.000,0.000,90.000,90.000,
4927186.000,488.522,45.000,-70.000,0.000,90.000,90.000,
4927188.000,488.522,45.000,-70.000,0.000,90.000,90.000,
4927193.000,502.102,45.000,-70.000,0.000,89.999,89.999,
4927195.000,502.102,45.000,-70.000,0.000,89.999,89.999,
4927197.000,502.102,45.000,-70.000,0.000,89.999,89.999,
4927200.000,502.102,45.000,-70.000,0.000,89.999,89.999,
4927202.000,502.102,45.000,-70.000,0.000,89.999,89.999,
4927204.000,502.102,45.000,-70.000,0.000,89.999,89.999,
4927206.000,502.102,45.000,-70.000,0.000,89.999,89.999,
4927210.000,516.767,45.000,-69.999,0.000,90.000,90.000,
4927213.000,516.767,45.000,-69.999,0.000,90.000,90.000,
4927215.000,516.767,45.000,-69.999,0.000,90.000,90.000,
4927217.000,516.767,45.000,-69.999,0.000,90.000,90.000,
4927220.000,516.767,45.000,-69.999,0.000,90.000,90.000,
4927223.000,516.767,45.000,-69.999,0.000,90.000,90.000,
4927225.000,531.569,45.000,-69.999,0.000,90.000,90.000,
4927226.000,531.569,45.000,-69.999,0.000,90.000,90.000,
4927227.000,531.569,45.000,-69.999,0.000,90.000,90.000,
4927228.000,531.569,45.000,-69.999,0.000,90.000,90.000,
4927240.000,545.535,45.000,-70.000,0.000,90.000,90.000,
4927242.000,545.535,45.000,-70.000,0.000,90.000,90.000,
4927244.000,545.535,45.000,-70.000,0.000,90.000,90.000,
4927247.000,545.535,45.000,-70.000,0.000,90.000,90.000,
4927249.000,545.535,45.000,-70.000,0.000,90.000,90.000,
4927252.000,545.535,45.000,-70.000,0.000,90.000,90.000,
4927270.000,573.641,45.000,-69.999,0.000,89.999,89.999,
4927273.000,573.641,45.000,-69.999,0.000,89.999,89.999,
4927275.000,573.641,45.000,-69.999,0.000,89.999,89.999,
4927277.000,573.641,45.000,-69.999,0.000,89.999,89.999,
4927279.000,573.641,45.000,-69.999,0.000,89.999,89.999,
4927282.000,573.641,45.000,-69.999,0.000,89.999,89.999,
4927284.000,573.641,45.000,-69.999,0.000,89.999,89.999,
4927303.000,602.831,45.000,-70.000,0.000,89.999,89.999,
4927305.000,602.831,45.000,-70.000,0.000,89.999,89.999,
4927307.000,602.831,45.000,-70.000,0.000,89.999,89.999,
4927310.000,602.831,45.000,-70.000,0.000,89.999,89.999,
4927312.000,602.831,45.000,-70.000,0.000,89.999,89.999,
4927315.000,602.831,45.000,-70.000,0.000,89.999,89.999,
4927333.000,632.100,45.000,-70.000,0.000,90.000,90.000,
4927335.000,632.100,45.000,-70.000,0.000,90.000,90.000,
4927338.000,632.100,45.000,-70.000,0.000,90.000,90.000,
4927340.000,632.100,45.000,-70.000,0.000,90.000,90.000,
4927343.000,632.100,45.000,-70.000,0.000,90.000,90.000,
4927345.000,632.100,45.000,-70.000,0.000,90.000,90.000,
4927350.000,648.169,45.000,-70.000,0.000,89.999,89.999,
4927352.000,648.169,45.000,-70.000,0.000,89.999,89.999,
4927355.000,648.169,45.000,-70.000,0.000,89.999,89.999,
